UNIQUE_ID,Watershed,DESCRIPTOR,Waterbody,MLTYP_NAME,Lat,Long,Datayear_mean,Datayear_n,Datayear_sd,Datayear_median,Datayear_max,Datayear_min,NO3,NO3_n,NO3_sd,NO3_median,NO3_max,NO3_min,TN,TN_n,TN_sd,TN_median,TN_max,TN_min
W1143,Charles,"[at inlet to Mill Pond, Waltham/Belmont]",Beaver Brook,River/Stream,42.39554541,-71.19710167,2007,10,0,2007,2007,2007,0.72,5,0.31040296390337513,0.72,1.2,0.42,1.27,5,0.3866522985836241,1.27,1.7,0.75
W1144,Charles,"[Beaver Street, Waltham (downstream of Clematis Brook confluence)]",Beaver Brook,River/Stream,42.38300416,-71.2078492,2007,10,0,2007,2007,2007,0.504,5,0.29022405138099766,0.504,0.82,0.07,1.12,5,0.49193495504995377,1.12,1.6,0.3
W1147,Charles,"[Pond Street, Franklin]",Mine Brook,River/Stream,42.12453197,-71.43065489,2007,10,0,2007,2007,2007,0.06999999999999999,5,0.04358898943540673,0.06999999999999999,0.12,0.02,0.6,5,0.022360679774997918,0.6,0.63,0.57
W1150,Charles,"[Campbell Street, Norfolk (approximately 1/2 mile upstream of MCI Norfolk Walpole WWTF (MA0102253) discharge)]",Stop River,River/Stream,42.12911182,-71.30503034,2007,10,0,2007,2007,2007,0.122,5,0.05167204273105526,0.122,0.2,0.08,0.796,5,0.18769656363396753,0.796,1.1,0.59
W1151,Charles,"[Noon Hill Road, Medfield]",Stop River,River/Stream,42.15866554,-71.30280984,2007,10,0,2007,2007,2007,0.548,5,0.1147606204235582,0.548,0.66,0.39,1.04,5,0.11202678251204039,1.04,1.2,0.91
W1156,Charles,"[Barton Road, Wellesley]",Rosemary Brook,River/Stream,42.31931329,-71.24624794,2007,8,0,2007,2007,2007,0.97,4,0.7396846174778365,0.97,1.7,0.21,1.56,4,0.5607138307550474,1.56,2,0.74
W1157,Charles,"[railroad tracks near Sibley Road, Weston/Waltham]",Stony Brook,River/Stream,42.36795531,-71.27033164,2007,10,0,2007,2007,2007,0.29400000000000004,5,0.19308029417835473,0.29400000000000004,0.54,0.1,0.622,5,0.22620786900547912,0.622,0.88,0.39
W1214,Cape Cod,"[deep hole, Barnstable]",Lovells Pond,Lake,41.648757,-70.44185472,2009,4,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.7000000000000001,4,0.276767050061961,0.7000000000000001,1.1,0.5
W1226,Mystic,"[deep hole, Winchester]",Wedge Pond,Lake,42.45289418,-71.14158508,2019,20,0,2019,2019,2019,0.0659,10,0.11461961243851576,0.0659,0.39,0.023,1.538,10,1.8427141817318158,1.538,6.1,0.21
W1237,Cape Cod,"[deep hole, Harwich]",Hinckleys Pond,Lake,41.71377641,-70.09062853,2014.4,15,4.563832975533989,2014.4,2018,2009,0.04,3,0,0.04,0.04,0.04,0.8025,12,1.2821439785835995,0.8025,4.8,0.24
W1239,Cape Cod,"[unnamed tributary to Hinckleys Pond, southeast bog inlet, Harwich]",Unnamed Tributary,River/Stream,41.70944255,-70.08362602,2009,1,NA,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.6,1,NA,1.6,1.6,1.6
W1240,Blackstone,"[approximately 60 feet upstream/north of Upper Blackstone WWTP (MA0102369) effluent channel confluence, Millbury]",Blackstone River,River/Stream,42.20864325,-71.78210772,2008,10,0,2008,2008,2008,0.366,5,0.1293445012360402,0.366,0.52,0.21,0.892,5,0.15254507530562897,0.892,1.1,0.71
W1241,Blackstone,"[Blackstone River Canal, Pleasant Street, Grafton]",Blackstone River,River/Stream,42.18223431,-71.70488014,2008,10,0,2008,2008,2008,1.686,5,1.1313178156468675,1.686,3.3,0.42,4.3,5,2.6009613607279904,4.3,8.1,1.9
W1242,Blackstone,"[Route 122A (below Fisherville Pond), Grafton]",Blackstone River,River/Stream,42.17728889,-71.68788468,2008,10,0,2008,2008,2008,1.428,5,0.9062394826975926,1.428,2.7,0.41,3.1999999999999997,5,1.5588457268119895,3.1999999999999997,5.5,1.9
W1243,Blackstone,"[Depot Street, Grafton]",Blackstone River,River/Stream,42.17384662,-71.68057473,2008,10,0,2008,2008,2008,1.478,5,0.888830692539361,1.478,2.6,0.43,3.18,5,1.4923136399564267,3.18,5.5,1.9
W1244,Blackstone,"[Church Street, Northbridge]",Blackstone River,River/Stream,42.12965013,-71.63645321,2008,10,0,2008,2008,2008,1.6320000000000001,5,0.833138643924287,1.6320000000000001,2.5,0.56,3.4,5,1.036822067666386,3.4,4.8,2.4
W1246,Blackstone,"[Route 16 (Mendon Street), Uxbridge]",Blackstone River,River/Stream,42.07985489,-71.61966359,2008,10,0,2008,2008,2008,1.7120000000000002,5,0.6954998202731616,1.7120000000000002,2.6,0.86,3.2199999999999998,5,0.7120393247567159,3.2199999999999998,4.1,2.3
W1255,Blackstone,"[downstream/south of Route 90 overpass, directly upstream of the Worcester Flood Diversion Channel, Millbury]",Blackstone River,River/Stream,42.20640574,-71.78097604,2008,10,0,2008,2008,2008,1.57,5,0.7310950690573697,1.57,2.2,0.45,5.88,5,2.5508822003377576,5.88,9.2,3.6
W1256,Blackstone,"[downstream/south of Route 90 overpass, directly downstream of the Worcester Flood Diversion Channel, Millbury]",Blackstone River,River/Stream,42.20595608,-71.78074977,2008,2,0,2008,2008,2008,0.4,1,NA,0.4,0.4,0.4,2.2,1,NA,2.2,2.2,2.2
W1277,Cape Cod,"[unnamed tributary to the southeastern end of Upper Mill Pond, Brewster]",Unnamed Tributary,River/Stream,41.72579571,-70.11521079,2009,3,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.2866666666666667,3,0.045092497528228956,0.2866666666666667,0.33,0.24
W1282,Blackstone,"[Lake Avenue North, Worcester]",Coal Mine Brook,River/Stream,42.29062266,-71.75867408,2008,5,0,2008,2008,2008,NA,0,NA,NA,-Inf,Inf,0.878,5,0.057619441163551735,0.878,0.92,0.78
W1283,Nashua,"[Elm Street (Route 13), Townsend]",Squannacook River,River/Stream,42.66344944,-71.70914571,2008,5,0,2008,2008,2008,NA,0,NA,NA,-Inf,Inf,0.592,5,0.20179197209007102,0.592,0.87,0.41
W1295,French,"[deep hole, Webster]",Webster Lake,Lake,42.05363901,-71.84807799,2016,6,0,2016,2016,2016,NA,0,NA,NA,-Inf,Inf,0.66,6,0.7236297395768088,0.66,2,0.14
W1308,Cape Cod,"[deep hole, Mashpee]",Mashpee Pond,Lake,41.65691189,-70.48391147,2018,9,0,2018,2018,2018,0.04,3,0,0.04,0.04,0.04,0.6116666666666667,6,0.4705918259666934,0.6116666666666667,1.2,0.19
W1313,Millers,"[Glenallen Street (Route 202), Winchendon]",North Branch Millers River,River/Stream,42.69531938,-72.01523098,2005,5,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.304,5,0.05594640292279746,0.304,0.38,0.24
W1314,Millers,"[east of North Orange Road (approximately 550 feet upstream from confluence with Millers River), Athol]",Tully River,River/Stream,42.59807107,-72.24048032,2005,5,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.384,5,0.09370165420097983,0.384,0.45,0.23
W1315,Millers,"[State Road (Route 202/2A), Phillipston]",Beaver Brook,River/Stream,42.57190512,-72.12740808,2005,4,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.56,4,0.12569805089976535,0.56,0.67,0.4
W1316,Millers,"[unnamed dirt road #450R. Spring Street (Route 12), Winchendon]",Millers River,River/Stream,42.67430922,-72.02012671,2005,5,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.712,5,0.31419739018648773,0.712,1.1,0.29
W1325,Deerfield,"[Williamsburg Road, Ashfield]",Creamery Brook,River/Stream,42.50846668,-72.77584847,2005,3,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.5033333333333333,3,0.1274100990241093,0.5033333333333333,0.65,0.42
W1334,Millers,"[Mormon Hollow Road, Wendell]",Lyons Brook,River/Stream,42.57224827,-72.46385773,2005,5,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.266,5,0.07893034904268446,0.266,0.35,0.15
W1335,Millers,"[Mormon Hollow Road, Wendell]",Mormon Hollow Brook,River/Stream,42.58035292,-72.43788014,2005,5,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.26,5,0.1,0.26,0.39,0.13
W1336,Millers,"[Depot Road, Wendell]",Whetstone Brook,River/Stream,42.59405647,-72.36116622,2005,5,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.148,5,0.06760177512462227,0.148,0.22,0.05
W1337,Millers,"[Royalston Road, Orange]",West Branch Tully River,River/Stream,42.63523154,-72.25160557,2005,5,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.318,5,0.0920326029187483,0.318,0.44,0.19
W1339,Millers,"[Warwick Road (Route 68), Royalston]",Boyce Brook,River/Stream,42.68498467,-72.21159391,2005,5,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.38,5,0.21748563170931548,0.38,0.65,0.11
W1340,Millers,"[Tully Road/Pinedale Avenue, Orange/Athol]",East Branch Tully River,River/Stream,42.61446662,-72.23836198,2005,5,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.462,5,0.04549725266430932,0.462,0.53,0.41
W1344,Millers,"[Church Street, Erving]",Keyup Brook,River/Stream,42.60245737,-72.39951141,2005,4,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.2725,4,0.05909032633745279,0.2725,0.33,0.19
W1347,Deerfield,"[""Lyonsville Road"", Colrain (site of old Arthur Smith Covered Bridge, no road crossing here)]",East Branch North River,River/Stream,42.66988592,-72.71885779,2005,4,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.295,4,0.06757711644237764,0.295,0.38,0.22
W1348,Deerfield,"[Adamsville Road, Colrain]",West Branch North River,River/Stream,42.66589546,-72.72298808,2005,5,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.24000000000000002,5,0.08031189202104506,0.24000000000000002,0.33,0.15
W1361,Deerfield,"[the most upstream North Poland Road crossing (near Bullitt Road), Conway]",Poland Brook,River/Stream,42.5040765,-72.74702067,2005,4,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.2225,4,0.04031128874149276,0.2225,0.27,0.18
W1362,Deerfield,"[approximately 300 feet upstream of Main Poland Road, Conway]",Chapel Brook,River/Stream,42.4841721,-72.7542118,2012.483870967742,31,3.424139480628045,2012.483870967742,2015,2005,0.07815384615384616,13,0.029228542425302227,0.07815384615384616,0.12,0.03,0.22833333333333333,18,0.08183555965183724,0.22833333333333333,0.48,0.12
W1365,Buzzards Bay,"[just downstream of the driveway to the Rod and Gun Club of New Bedford, east off North Hixville Road, Dartmouth (primary outlet at guardrail)]",Copicut River,River/Stream,41.69283317,-71.03319491,2005,3,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.48,3,0.08888194417315587,0.48,0.58,0.41
W1366,Buzzards Bay,"[Flag Swamp Road, Dartmouth]",Shingle Island River,River/Stream,41.70943898,-71.00445926,2005,1,NA,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,1.2,1,NA,1.2,1.2,1.2
W1367,Buzzards Bay,"[Hixville Road, Dartmouth]",Shingle Island River,River/Stream,41.66995111,-71.02512143,2005,5,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.71,5,0.24423349483639628,0.71,1.1,0.45
W1368,Buzzards Bay,"[upstream from Forge Pond, approximately 700 feet from Forge Road, Westport]",East Branch Westport River,River/Stream,41.63101976,-71.05122871,2005,4,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.66,4,0.12622730819174324,0.66,0.77,0.49
W1369,Buzzards Bay,"[just upstream at Old County Road, Westport]",East Branch Westport River,River/Stream,41.620936,-71.05967996,2005,4,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,1.0025,4,0.3866415221709467,1.0025,1.5,0.62
W1370,Buzzards Bay,"[Route 6, Westport]",Bread And Cheese Brook,River/Stream,41.6534391,-71.07161149,2005,5,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,1.258,5,0.3685376507224194,1.258,1.7,0.69
W1371,Buzzards Bay,"[American Legion Highway (Route 177), Westport]",Bread And Cheese Brook,River/Stream,41.63417275,-71.0626189,2005,5,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,1.446,5,0.3722633476451852,1.446,1.8,0.83
W1372,Buzzards Bay,"[Drift Road, Westport]",Snell Creek,River/Stream,41.58837385,-71.07853485,2005,4,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,1.5125,4,0.5170025789748701,1.5125,2.2,0.95
W1374,Buzzards Bay,"[Drift Road, Westport]",Kirby Brook,River/Stream,41.60050153,-71.07337053,2005,4,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,1.3725,4,0.48341665948399704,1.3725,1.8,0.69
W1375,Buzzards Bay,"[Cornell Road, Westport]",Angeline Brook,River/Stream,41.55048715,-71.10519746,2005,4,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,3.9,4,1.8991226044325487,3.9,5.7,1.3
W1376,Buzzards Bay,"[Route 6, Dartmouth]",Paskamanset River,River/Stream,41.63949244,-70.98483042,2005,4,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.905,4,0.19070046320517073,0.905,1.1,0.66
W1377,Buzzards Bay,"[Russells Mills Road, Dartmouth]",Paskamanset River,River/Stream,41.58579649,-70.99038519,2005,2,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.8300000000000001,2,0.1272792206135786,0.8300000000000001,0.92,0.74
W1378,Buzzards Bay,"[Elm Street, Dartmouth]",Buttonwood Brook,River/Stream,41.6015685,-70.95890599,2005,4,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,2.15,4,0.29999999999999993,2.15,2.4,1.8
W1379,Buzzards Bay,"[Walter Fuller Memorial Parkway (downstream of Buttonwood Park Pond), New Bedford]",Buttonwood Brook,River/Stream,41.6320637,-70.9535974,2005,3,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.99,3,0.0964365076099296,0.99,1.1,0.92
W1380,Buzzards Bay,"[just upstream at Tarkiln Hill Road/Main Street, New Bedford/Acushnet]",Acushnet River,River/Stream,41.68195427,-70.9189306,2005,4,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,1.185,4,0.32181775380899463,1.185,1.5,0.74
W1381,Buzzards Bay,"[Hamlin Street, Acushnet]",Acushnet River,River/Stream,41.6962772,-70.91417526,2005,4,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.9075,4,0.17500000000000004,0.9075,1.1,0.69
W1383,Buzzards Bay,"[Wolf Island Road, Rochester]",Mattapoisett River,River/Stream,41.70573322,-70.84312803,2005,5,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,1.024,5,0.3463091104779082,1.024,1.6,0.67
W1384,Buzzards Bay,"[River Road, Mattapoisett]",Mattapoisett River,River/Stream,41.65978485,-70.83639194,2005,5,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.818,5,0.15254507530562894,0.818,0.98,0.58
W1385,Buzzards Bay,"[Rochester Road, Carver]",Weweantic River,River/Stream,41.82944027,-70.77145151,2005,5,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.852,5,0.24263140769488192,0.852,1.1,0.47
W1386,Buzzards Bay,"[Fearing Hill Road, Wareham]",Weweantic River,River/Stream,41.77019551,-70.7544982,2005,5,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.706,5,0.13813037319865606,0.706,0.88,0.5
W1387,Buzzards Bay,"[upstream at County Road, Marion]",Sippican River,River/Stream,41.7342588,-70.77498583,2005,5,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.68,5,0.18708286933869708,0.68,0.93,0.46
W1388,Buzzards Bay,"[unnamed tributary to Aucoot Creek, Abels Way (approximately 450 feet upstream of Marion WWTP (MA0100030) discharge), Marion]",Unnamed Tributary,River/Stream,41.69308803,-70.77191491,2005,3,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,1.12,3,0.23065125189341595,1.12,1.3,0.86
W1389,Buzzards Bay,"[unnamed tributary to Aucoot Creek, Olde Meadow Road (approximately 1200 feet downstream of Marion WWTF (MA0100030) discharge), Marion]",Unnamed Tributary,River/Stream,41.68878515,-70.7716652,2005,2,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,2.3499999999999996,2,0.6363961030678927,2.3499999999999996,2.8,1.9
W1392,Shawsheen,"[Mill Street, Tewksbury]",Shawsheen River,River/Stream,42.59966289,-71.19306072,2005,4,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.9299999999999999,4,0.0648074069840786,0.9299999999999999,1,0.85
W1393,Shawsheen,"[unnamed tributary to Meadow Brook locally known as Pinnacle Brook, Pinnacle Street, Tewksbury]",Unnamed Tributary,River/Stream,42.62887805,-71.19940031,2005,4,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,1.4275,4,0.6676014279992716,1.4275,2.4,0.91
W1394,Ipswich,"[Mill Road/Highland Street, Ipswich/Hamilton]",Ipswich River,River/Stream,42.65837905,-70.86183476,2005,4,0,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,0.5599999999999999,4,0.12780193008453875,0.5599999999999999,0.72,0.43
W1395,Connecticut,"[At the USGS flow gaging station #01184000 downstream of Route 190, Suffield/Enfield Connecticut]",Connecticut River,River/Stream,41.98731263,-72.60535567,2008,4,0,2008,2008,2008,NA,0,NA,NA,-Inf,Inf,0.5475,4,0.12816005617976295,0.5475,0.73,0.43
W1399,Buzzards Bay,"[just downstream of the driveway to the Rod and Gun Club of New Bedford, east off North Hixville Road, Dartmouth (secondary outlet 150 feet west of guardrails)]",Copicut River,River/Stream,41.69276793,-71.03355135,2005,1,NA,2005,2005,2005,NA,0,NA,NA,-Inf,Inf,1.2,1,NA,1.2,1.2,1.2
W1426,Blackstone,"[unnamed tributary to Coes Reservoir, locally considered part of Tatnuck Brook, upstream at June Street, Worcester]",Tatnuck Brook,River/Stream,42.26230119,-71.84822737,2008,5,0,2008,2008,2008,NA,0,NA,NA,-Inf,Inf,0.486,5,0.06804410334481602,0.486,0.55,0.38
W1428,Blackstone,"[approximately 50 feet downstream from the unnamed dirt road west off the southern end of South Street, Upton]",Taft Pond Brook,River/Stream,42.12765753,-71.60365362,2008,5,0,2008,2008,2008,NA,0,NA,NA,-Inf,Inf,0.656,5,0.20995237555217133,0.656,0.85,0.33
W1439,Blackstone,"[Route 140, Upton]",Warren Brook,River/Stream,42.17268159,-71.62792867,2008,5,0,2008,2008,2008,NA,0,NA,NA,-Inf,Inf,0.46799999999999997,5,0.11278297743897348,0.46799999999999997,0.59,0.29
W1440,Farmington,"[Roosterville Road bridge, Sandisfield]",West Branch Farmington River,River/Stream,42.07043228,-73.06197898,2006,2,0,2006,2006,2006,NA,0,NA,NA,-Inf,Inf,0.335,2,0.09192388155425119,0.335,0.4,0.27
W1441,Farmington,"[Peterson Road, Becket]",Shales Brook,River/Stream,42.25967399,-73.13269316,2006,2,0,2006,2006,2006,NA,0,NA,NA,-Inf,Inf,0.405,2,0.13435028842544403,0.405,0.5,0.31
W1444,Farmington,"[Lake Shore Drive, Otis]",Benton Brook,River/Stream,42.18603661,-73.10016182,2006,2,0,2006,2006,2006,NA,0,NA,NA,-Inf,Inf,0.45499999999999996,2,0.16263455967290588,0.45499999999999996,0.57,0.34
W1449,Westfield,"[Buffington Hill Road bridge, Worthington]",Wards Stream,River/Stream,42.41095836,-72.93953408,2006,5,0,2006,2006,2006,0.22,1,NA,0.22,0.22,0.22,0.4275,4,0.133759734848222,0.4275,0.57,0.25
W1458,Westfield,"[Sanderson Brook Road bridge nearest Route 20, Chester]",Sanderson Brook,River/Stream,42.25418274,-72.94869942,2013.967741935484,31,1.905848384451431,2013.967741935484,2017,2012,0.08600000000000001,15,0.0565432830417801,0.08600000000000001,0.22,0.02,0.1573125,16,0.11670231003140713,0.1573125,0.56,0.075
W1463,Westfield,"[north of Shepard Street and the Whitney Playground, Westfield]",Westfield River,River/Stream,42.13083697,-72.75434911,2010.2857142857142,14,2.8128433856309725,2010.2857142857142,2012,2006,0.158,5,0.0601664358259653,0.158,0.23,0.08,0.33444444444444443,9,0.07970431467478895,0.33444444444444443,0.49,0.23
W1464,Westfield,"[north of Ascutney Avenue, Westfield]",Westfield River,River/Stream,42.11652506,-72.72435552,2011.142857142857,28,2.138089935299395,2011.142857142857,2012,2006,NA,0,NA,NA,-Inf,Inf,0.6239285714285714,28,0.13135587188765138,0.6239285714285714,0.87,0.41
W1465,Westfield,"[south off Route 20 (just downstream from USGS gage #01183500), Westfield (near the West Springfield/Agawam/Westfield border)]",Westfield River,River/Stream,42.10632704,-72.69776972,2006,4,0,2006,2006,2006,NA,0,NA,NA,-Inf,Inf,0.595,4,0.13178264933847197,0.595,0.76,0.47
W1468,Concord (SuAsCo),"[Maynard Street bridge, Westborough]",Assabet River,River/Stream,42.27406018,-71.63224204,2006,6,0,2006,2006,2006,0.395,2,0.5161879502661797,0.395,0.76,0.03,0.63,4,0.25468935326524084,0.63,0.99,0.44
W1469,Concord (SuAsCo),"[upstream at Route 9 bridge, Westborough]",Assabet River,River/Stream,42.28350805,-71.63858701,2006,6,0,2006,2006,2006,4.15,2,2.899137802864845,4.15,6.2,2.1,4.7,4,1.8384776310850237,4.7,7.2,2.9
W1470,Concord (SuAsCo),"[Route 20, upstream of dam, Northborough]",Assabet River,River/Stream,42.32036993,-71.63553499,2006,6,0,2006,2006,2006,2.55,2,0.3535533905932738,2.55,2.8,2.3,2.9250000000000003,4,0.8057087976847881,2.9250000000000003,3.7,1.8
W1471,Concord (SuAsCo),"[Allen Street bridge, upstream of dam, Northborough]",Assabet River,River/Stream,42.32949677,-71.63006336,2006,6,0,2006,2006,2006,2.3,2,0.28284271247461895,2.3,2.5,2.1,2.625,4,0.6994045086119095,2.625,3.5,1.8
W1472,Concord (SuAsCo),"[Boundary Street bridge, Northborough/Marlborough (approximately 600 feet upstream from Marlborough Westerly WWTP discharge)]",Assabet River,River/Stream,42.34151216,-71.61641,2006,6,0,2006,2006,2006,1.8,2,0.28284271247461895,1.8,2,1.6,2.05,4,0.4932882862316248,2.05,2.6,1.4
W1473,Concord (SuAsCo),"[Robin Hill Street bridge, Marlborough (approximately 1500 feet downstream from Marlborough Westerly WWTP discharge)]",Assabet River,River/Stream,42.3465007,-71.61460331,2006,6,0,2006,2006,2006,2.6,2,0.14142135623730964,2.6,2.7,2.5,2.925,4,0.85,2.925,3.5,1.7
W1474,Concord (SuAsCo),"[Chapin Road bridge, Hudson]",Assabet River,River/Stream,42.38030934,-71.58613633,2006,6,0,2006,2006,2006,2.2,2,0.42426406871192857,2.2,2.5,1.9,2.525,4,0.8180260794538684,2.525,3.3,1.4
W1475,Concord (SuAsCo),"[Cox Street bridge, Hudson]",Assabet River,River/Stream,42.39979789,-71.54598569,2006,4,0,2006,2006,2006,2.45,2,0.3535533905932738,2.45,2.7,2.2,3.25,2,0.4949747468305834,3.25,3.6,2.9
W1476,Concord (SuAsCo),"[Route 62 bridge, (Gleasondale) Stow]",Assabet River,River/Stream,42.40462155,-71.52654108,2006,6,0,2006,2006,2006,3.55,2,0.919238815542512,3.55,4.2,2.9,3.2,4,1.1916375287812986,3.2,4.4,1.6
W1477,Concord (SuAsCo),"[Sudbury Road bridge, Stow]",Assabet River,River/Stream,42.41163442,-71.50844219,2006,6,0,2006,2006,2006,2.5,2,0.14142135623730964,2.5,2.6,2.4,2.5,4,0.976387901058454,2.5,3.3,1.2
W1478,Concord (SuAsCo),"[White Pond Road bridge, Stow/Maynard]",Assabet River,River/Stream,42.4231785,-71.474721829999993,2006,6,0,2006,2006,2006,2.5,2,0.5656854249492379,2.5,2.9,2.1,2.35,4,1.1503622617824931,2.35,3.8,1.2
W1479,Concord (SuAsCo),"[first Route 62 bridge crossing below the ""Powdermill Dam"", Acton]",Assabet River,River/Stream,42.44086923,-71.42935628,2006,2,0,2006,2006,2006,NA,0,NA,NA,-Inf,Inf,1.4500000000000002,2,0.49497474683058323,1.4500000000000002,1.8,1.1
W1480,Concord (SuAsCo),"[Stonebridge Road/Potter Road bridge, Wayland/Framingham]",Sudbury River,River/Stream,42.3386459,-71.39498427,2006,6,0,2006,2006,2006,0.225,2,0.007071067811865481,0.225,0.23,0.22,0.765,4,0.2994995826374387,0.765,1.2,0.54
W1481,Concord (SuAsCo),"[Sudbury Road bridge, Concord]",Sudbury River,River/Stream,42.44111379,-71.36805603,2006,6,0,2006,2006,2006,0.12000000000000001,2,0.02828427124746191,0.12000000000000001,0.14,0.1,0.84,4,0.24508501926202395,0.84,1.2,0.65
W1482,Concord (SuAsCo),"[Monument Street bridge, Concord]",Concord River,River/Stream,42.47116456,-71.34989446,2006,6,0,2006,2006,2006,0.99,2,0.014142135623730963,0.99,1,0.98,1.35,4,0.3109126351029605,1.35,1.7,1
W1483,Concord (SuAsCo),"[Route 225 bridge, Carlisle/Bedford]",Concord River,River/Stream,42.50902782,-71.31411783,2006,6,0,2006,2006,2006,0.88,2,0.16970562748477142,0.88,1,0.76,1.425,4,0.15000000000000002,1.425,1.5,1.2
W1484,Concord (SuAsCo),"[Route 4 bridge, (Riverside) Billerica]",Concord River,River/Stream,42.53488992,-71.29952957,2006,2,0,2006,2006,2006,0.86,1,NA,0.86,0.86,0.86,1.4,1,NA,1.4,1.4,1.4
W1485,Concord (SuAsCo),"[River Street bridge, Billerica]",Concord River,River/Stream,42.55747509,-71.28252509,2006,6,0,2006,2006,2006,0.64,2,0.26870057685088805,0.64,0.83,0.45,1.2999999999999998,4,0.11547005383792512,1.2999999999999998,1.4,1.2
W1486,Concord (SuAsCo),"[Pollard Street bridge, (North Billerica) Billerica]",Concord River,River/Stream,42.58482438,-71.28718593,2006,2,0,2006,2006,2006,NA,0,NA,NA,-Inf,Inf,1.1,2,0,1.1,1.1,1.1
W1487,Concord (SuAsCo),"[Route 110 bridge, Lowell]",Concord River,River/Stream,42.64172611,-71.30284563,2008.0714285714287,28,1.2450962012087863,2008.0714285714287,2010,2006,0.7384615384615385,13,0.2523835095592339,0.7384615384615385,1.2,0.36,1.2973333333333332,15,0.27564124371743653,1.2973333333333332,1.7,0.89
W1488,Concord (SuAsCo),"[Mill Road bridge, Chelmsford]",River Meadow Brook,River/Stream,42.57826214,-71.33253012,2006,6,0,2006,2006,2006,0.02,2,0,0.02,0.02,0.02,0.7475,4,0.17651723239767086,0.7475,0.9,0.58
W1489,Concord (SuAsCo),"[apartment complex roadway bridge near mouth of river, east of Lawrence Street, Lowell]",River Meadow Brook,River/Stream,42.63380122,-71.30119731,2006,4,0,2006,2006,2006,0.52,2,0.05656854249492385,0.52,0.56,0.48,0.9450000000000001,2,0.07778174593052022,0.9450000000000001,1,0.89
W1490,Taunton,"[Otis Street, Brockton]",Salisbury Brook,River/Stream,42.07936711,-71.01406198,2015.2857142857142,14,6.094494002200441,2015.2857142857142,2019,2006,0.6,5,0.22259829289552063,0.6,0.89,0.28,1.1422222222222222,9,0.4070251152502072,1.1422222222222222,1.9,0.5
W1493,Taunton,"[between Crescent  and Summer streets (downstream of discharge pipe under Crescent Street), Brockton]",Trout Brook,River/Stream,42.07964645,-71.00930657,2010.3333333333333,6,6.713171133426189,2010.3333333333333,2019,2006,0.89,1,NA,0.89,0.89,0.89,1.78,5,0.40865633483405106,1.78,2.2,1.3
W1494,Taunton,"[Sargent's Way bridge, Brockton (as it appears in 2001 orthophoto)]",Salisbury Plain River,River/Stream,42.05376462,-71.00977821,2015.2857142857142,14,6.094494002200441,2015.2857142857142,2019,2006,0.754,5,0.22289010745208052,0.754,0.9,0.36,1.458888888888889,9,0.3601542879254822,1.458888888888889,1.8,0.73
