SiteNumber, SiteName, SiteCategory, SiteAgency, SiteLongitude, SiteLatitude, SiteNWISURL
1109100,"TAUNTON RIVER TRIBUTARY NEAR FALL RIVER, MA",ST,USGS,-71.1164332,41.75871315,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01109100
4.14949E+14,TAUNTON RIVER NEAR BERKELEY BRIDGE,ES,USGS,-71.1147222,41.83027778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414949071065301
4.15528E+14,"MILL RIVER ABV MILL RIVER DAM, TAUNTON, MA",LK,USGS,-71.1066667,41.92444444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415528071062401
1108400,"MILL RIVER NEAR TAUNTON, MA",ST,USGS,-71.1058794,41.92315626,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01108400
1106005,"ANGELINE BROOK NEAR WESTPORT POINT, MA",ST,USGS,-71.1050429,41.5514924,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01106005
1108415,"TAUNTON RIVER DOWNSTREAM, TAUNTON, MA",ST,USGS,-71.1025556,41.8715611,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01108415
1108414,"TAUNTON RIVER UPSTREAM, TAUNTON, MA",ST,USGS,-71.09325,41.87788056,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01108414
1109090,"RATTLESNAKE BROOK NEAR ASSONET, MA",ST,USGS,-71.0892105,41.7767686,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01109090
4.20513E+14,"FRENCH POND EASTON, MA",LK,USGS,-71.0811111,42.08694444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420513071045201
1105950,"KIRBY BROOK NEAR HEAD OF WESTPORT, MA",ST,USGS,-71.0730977,41.6006589,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105950
1107000,"DORCHESTER BROOK NEAR BROCKTON, MA",ST,USGS,-71.06587997,42.06148889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01107000
1109088,"ASSONET RIVER ABOVE MONUMENT DAM AT ASSONET, MA",ST,USGS,-71.0635167,41.79803889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01109088
1105947,"BREAD AND CHEESE BROOK AT HEAD OF WESTPORT, MA",ST,USGS,-71.0628198,41.63399206,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105947
1108280,"FORGE RIVER NEAR TAUNTON, MA",ST,USGS,-71.0586554,41.9070455,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01108280
1107050,"HOCKOMOCK RIVER NEAR WEST BRIDGEWATER, MA",ST,USGS,-71.05810099,42.0112114,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01107050
1105945,"EAST BRANCH WESTPORT RIVER,ON FORGE RD. AT FORGE P",ST,USGS,-71.0536529,41.63121436,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105945
1105559,"NORROWAY BROOK AT NORTH RANDOLPH, MA",ST,USGS,-71.0517151,42.1845439,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105559
1108240,"DAM LOT BROOK NEAR TAUNTON, MA",ST,USGS,-71.051433,41.9084344,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01108240
1108180,"COTLEY RIVER AT EAST TAUNTON, MA",ST,USGS,-71.0478215,41.8826013,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01108180
1107053,"HOCKOMOCK RIVER MAPLE ST NR WEST BRIDGEWATER, MA",ST,USGS,-71.04254458,41.9923227,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01107053
4.139E+14,"NOGUOCHOKE LAKE DARTMOUTH, MA",LK,USGS,-71.0416667,41.65,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413900071023001
1105561,"FARM RIVER NEAR BRAINTREE, MA",ST,USGS,-71.0403263,42.20843277,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105561
1107070,"WEST MEADOW BROOK NEAR BROCKTON, MA",ST,USGS,-71.03893447,42.0559335,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01107070
1109080,"ASSONET RIVER NEAR ASSONET, MA",ST,USGS,-71.0383762,41.81371297,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01109080
1105571,"GLOVERS BROOK AT RANDOLPH, MA",ST,USGS,-71.0361588,42.1692663,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105571
1105569,"MARY LEE BROOK AT RANDOLPH, MA",ST,USGS,-71.02838058,42.16093307,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105569
1107065,"TOWN RIVER NEAR WEST BRIDGEWATER, MA",ST,USGS,-71.0258773,41.992045,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01107065
1105943,"SHINGLE ISLAND RIVER HXVLE RD NR N DARTMOUTH, MA",ST,USGS,-71.0250412,41.6695475,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105943
1105562,"FARM RIVER NEAR SOUTH BRAINTREE, MA",ST,USGS,-71.0242145,42.19871068,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105562
1105574,"COCHATO RIVER AT BRAINTREE HIGHLANDS, MA",ST,USGS,-71.0200474,42.18037746,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105574
1105937,"SHINGLE ISLAND RIVER NEAR NORTH DARTMOUTH, MA",ST,USGS,-71.01754109,41.68204744,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105937
1105565,"TROUT BK 0.2 MI AB LK HOLBROOK AT HOLBROOK, MA",ST,USGS,-71.01337969,42.14037769,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105565
1105935,"DESTRUCTION BROOK NEAR SOUTH DARTMOUTH, MA",ST,USGS,-71.0125399,41.5723262,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105935
1107085,"TOWN RIVER AT WEST BRIDGEWATER, MA",ST,USGS,-71.012266,42.01482275,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01107085
1105575,"CRANBERRY BROOK AT BRAINTREE HIGHLANDS, MA",ST,USGS,-71.0111583,42.1839886,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105575
1105557,"FURNACE BROOK AT QUINCY, MA",ST,USGS,-71.0086596,42.25787706,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105557
1105580,"MONATIQUOT RIVER AT SOUTH BRAINTREE, MA",ST,USGS,-71.00810289,42.19759967,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105580
11059318,UNNAMED TRIB. TO PASKAMANSET RIV. CHASE & LUCY RD.,ST,USGS,-71.0025399,41.6103815,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011059318
1105581,"MONATIQUOT RIVER AT RIVER STREET AT BRAINTREE, MA",ST,USGS,-70.99888889,42.22,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105581
11059328,UNNAMED TRIB. TO PASKAMANSET RIV. SOUTH OF WELL D,ST,USGS,-70.99698399,41.5881595,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011059328
11059326,PASKAMANSET RIVER NEAR FILT. PLANT AT WELL D,ST,USGS,-70.9967062,41.59010396,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011059326
1108110,"SNOWS BROOK NEAR NORTH MIDDLEBORO, MA",ST,USGS,-70.9947647,41.93760115,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01108110
1105932,"PASKAMANSET RIVER EAST OF WELL A, DARTMOUTH",ST,USGS,-70.9936508,41.61177046,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105932
1108140,"POQUOY BROOK NEAR NORTH MIDDLEBORO, MA",ST,USGS,-70.9880977,41.90565697,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01108140
1106450,"BEAVER BROOK AT RT 27 AT BROCKTON, MA",ST,USGS,-70.9861556,42.08148927,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01106450
11059315,PASKAMANSET RIVER NEAR SEWER STA. AT FRIENDS ACAD.,ST,USGS,-70.9861508,41.62677038,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011059315
1105930,"PASKAMANSET RIVER AT TURNER P NR NEW BEDFORD, MA",ST,USGS,-70.9772622,41.67871437,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105930
4.14046E+14,"TURNER POND SITE 1 AT NEW BEDFORD, MA",LK,USGS,-70.9772622,41.6795477,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414046070584001
1106445,"BEAVER BROOK AT GROVELAND ST AT BROCKTON, MA",ST,USGS,-70.9767113,42.1006559,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01106445
4.14105E+14,"TURNERS POND SITE 3 AT NEW BEDFORD, MA",LK,USGS,-70.97337329,41.68482545,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414105070582601
1107100,"TOWN RIVER AT BRIDGEWATER, MA",ST,USGS,-70.9725425,41.99704536,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01107100
1106468,"MATFIELD RIVER AT N CENTRAL ST AT E BRIDGEWATER,MA",ST,USGS,-70.9725,42.0336111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01106468
11059302,"PASKAMANSET R AT AIRPORT FENCE NR NEW BEDFORD,  MA",ST,USGS,-70.9719842,41.67038116,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011059302
1106460,"BEAVER BROOK NEAR EAST BRIDGEWATER, MA",ST,USGS,-70.9708768,42.04537846,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01106460
1106470,"MATFIELD RIVER AT EAST BRIDGEWATER, MA",ST,USGS,-70.9705987,42.03121187,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01106470
1108055,"SAWMILL BROOK AT ROUTE 28, BRIDGEWATER, MA",ST,USGS,-70.968575,41.94890556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01108055
1106495,"MEADOW BROOK AT EAST BRIDGEWATER, MA",ST,USGS,-70.9644875,42.03398968,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01106495
1106500,"MATFIELD RIVER AT ELMWOOD, MA",ST,USGS,-70.96115378,42.01537869,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01106500
1105587,"MILL RIVER NEAR RANDOLPH ST, SOUTH WEYMOUTH MA",ST,USGS,-70.9604083,42.17035,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105587
1105590,"MILL RIVER NEAR SOUTH WEYMOUTH, MA",ST,USGS,-70.9592127,42.19315558,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105590
1108050,"SAWMILL BROOK AT CONANT ST BRIDGEWATER, MA",ST,USGS,-70.9587917,41.9588111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01108050
1107220,"FALL BROOK AT EAST FREETOWN, MA",ST,USGS,-70.9583739,41.77454689,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01107220
1105928,"BUTTONWOOD BROOK NEAR SOUTH DARTMOUTH, MA",ST,USGS,-70.9555941,41.6042709,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105928
1107102,"TOWN RIVER AT HAYWARD ST, BRIDGEWATER, MA",ST,USGS,-70.953675,41.99753889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01107102
4.14846E+14,"LONG POND, DEANS POINT STATION @ LAKEVILLE, MA",LK,USGS,-70.9530963,41.81288,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414846070571301
1106920,"SATUCKET RIVER AT EAST BRIDGEWATER, MA",ST,USGS,-70.951987,42.02037874,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01106920
1106490,"MEADOW BROOK AT UNION ST AT EAST BRIDGEWATER, MA",ST,USGS,-70.9505985,42.0381564,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01106490
4.14641E+14,"LONG POND, ROUNDVILLE COVE STA., AT FREETOWN, MA",LK,USGS,-70.9480959,41.778158,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414641070565501
4.15949E+14,"MATFIELD IMP. BRIDGEWATER, MA",LK,USGS,-70.945,41.99694444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415949070564201
4.14842E+14,"LONG POND, NELSON ISLAND STA., AT LAKEVILLE, MA",LK,USGS,-70.9447628,41.81176894,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414842070564301
11056002,OLD SWAMP RIVER AT LIBBEY INDUSTRIAL PARKWAY,ST,USGS,-70.9434083,42.19285556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011056002
4.14807E+14,"LONG POND, LEWIS ISLAND STA., AT LAKEVILLE, MA",LK,USGS,-70.9411515,41.8020468,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414807070563001
1107900,"PURCHADE BROOK NEAR MIDDLEBORO, MA",ST,USGS,-70.9372636,41.9264905,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01107900
4.14939E+14,"LONG POND, PARKHURST CANAL STATION @ LAKEVILLE, MA",LK,USGS,-70.9347627,41.8276022,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414939070560701
1105598,"OLD SWAMP RIVER AT PLEASANT ST NR S WEYMOUTH, MA",ST,USGS,-70.9333787,42.18704468,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105598
1105610,"WHITMANS POND OUTLET AT EAST WEYMOUTH, MA",ST,USGS,-70.9250456,42.21260016,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105610
1107800,"NEMASKET RIVER NEAR MIDDLEBORO, MA",ST,USGS,-70.9236523,41.9337128,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01107800
1107799,"NEMASKET RIVER AT PLYMOUTH ST, MIDDLEBOROUGH, MA",ST,USGS,-70.9233611,41.92187778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01107799
1105612,"WEYMOUTH BACK RIVER AT EAST WEYMOUTH, MA",ST,USGS,-70.9231012,42.2156557,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105612
1105696,OLD SWAMP RIVER AT LIBERTY STREET,ST,USGS,-70.9230611,42.1589222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105696
1105595,"OLD SWAMP RIVER NEAR HINGHAM, MA",ST,USGS,-70.92254468,42.1628782,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105595
110569405,OLD SWAMP RIVER AT NORTHERN BASE BOUNDARY,ST,USGS,-70.92137778,42.1589222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110569405
110569404,"OLD SWAMP RIVER, NORTH FEEDER STREAM",ST,USGS,-70.9204611,42.15695278,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110569404
110569402,"OLD SWAMP RIVER, SOUTH FEEDER STREAM",ST,USGS,-70.9199,42.15593056,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110569402
110569403,OLD SWAMP RIVER AT THE RUBBLE DISPOSAL AREA,ST,USGS,-70.9192944,42.15425278,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110569403
110569401,OLD SWAMP RIVER AT SOUTHERN BASE BOUNDARY,ST,USGS,-70.9192806,42.1536861,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110569401
1105594,"OLD SWAMP RIVER AT ROCKLAND, MA",ST,USGS,-70.9189332,42.14982276,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105594
1105617,"FRESH RIVER NEAR HINGHAM, MA",ST,USGS,-70.91421229,42.22510016,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105617
1107240,"LITTLE QUITTACAS POND NEAR ROCHESTER, MA",LK,USGS,-70.9142064,41.78732479,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01107240
1105926,"ACUSHNET RIVER AT ACUSHNET, MA",ST,USGS,-70.9139275,41.6959368,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105926
1107798,"NEMASKET R AT OLIVER MILL PARK, MIDDLEBOROUGH, MA",ST,USGS,-70.91362778,41.9070083,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01107798
1105690,"FRENCH STREAM NEAR ROCKLAND, MA",ST,USGS,-70.90921008,42.1092675,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105690
1107400,"FALL BROOK NEAR MIDDLEBORO, MA",ST,USGS,-70.9083736,41.86537995,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01107400
1106800,"SHUMATUSCACANT RIVER NEAR HANSON, MA",ST,USGS,-70.8997645,42.05815674,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01106800
1105924,"ACUSHNET RIVER AT LEONARD ST NEAR ACUSHNET, MA",ST,USGS,-70.89753868,41.7245476,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105924
1105630,"CROOKED MEADOW RIVER NEAR HINGHAM CENTER, MA",ST,USGS,-70.88448919,42.21482265,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105630
1107180,"WINNETUXET RIVER NEAR HALIFAX, MA",ST,USGS,-70.883374,41.96926847,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01107180
4.20622E+14,"FORGE POND HANOVER, MA",LK,USGS,-70.88,42.1061111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420622070524801
1105680,"CUSHING BROOK AT WEST HANOVER, MA",ST,USGS,-70.8794874,42.11815657,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105680
1107150,"RAVEN BROOK NEAR HALIFAX, MA",ST,USGS,-70.8697626,41.95537975,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01107150
1105635,"ACCORD BROOK NEAR HINGHAM, MA",ST,USGS,-70.8630996,42.2039895,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105635
1105911,"MATTAPOISETT RIVER AT RNSVLE RD NR ROCHESTER, MA",ST,USGS,-70.86226029,41.73621429,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105911
1105642,"WEIR RIVER AT RT3A BRIDGE NEAR HINGHAM, MA",ST,USGS,-70.85948909,42.24343377,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105642
1105640,"WEIR RIVER NEAR HINGHAM, MA",ST,USGS,-70.859489,42.24204489,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105640
1105700,"INDIAN HEAD BROOK NEAR HANSON, MA",ST,USGS,-70.8567086,42.0870458,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105700
1105914,"MATTAPOISETT R AT TINKHAM LANE NR MATTAPOISETT, MA",ST,USGS,-70.84087,41.68510408,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105914
4.15453E+14,"SAVENY POND MIDDLEBOROUGH, MA",LK,USGS,-70.84,41.9147222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415453070502401
11058065,"THIRD HERRING BROOK POND ST NEAR HANOVER, MA",ST,USGS,-70.8330978,42.13399016,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011058065
1105921,"SWIFT BROOK NEAR MATTAPOISETT, MA",ST,USGS,-70.82809129,41.647327,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105921
11058075,"THIRD HERRING BROOK, DS WTP, NR HANOVER MA",ST,USGS,-70.8259444,42.13179167,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011058075
1105660,"BOUND BROOK NEAR COHASSET, MA",ST,USGS,-70.8211543,42.2123231,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105660
4.15638E+14,MA-PXZ   01,LK,USGS,-70.81422778,41.94388889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415638070485101
1105810,"THIRD HERRING BROOK AT HANOVER, MA",ST,USGS,-70.8092081,42.11704599,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105810
1105860,"JONES RIVER BROOK NEAR PLYMPTON, MA",ST,USGS,-70.8022616,41.9884357,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105860
1105770,"HERRING BROOK AT MOUNTAIN STREET AT PEMBROKE, MA",ST,USGS,-70.8019849,42.06204639,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105770
1105805,"PUDDING BROOK AT NORTH PEMBROKE, MA",ST,USGS,-70.79170738,42.0903796,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105805
1105820,"SECOND HERRING BROOK AT NORWELL, MA",ST,USGS,-70.788375,42.1601014,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105820
1105830,"FIRST HERRING BROOK NEAR SCITUATE CENTER, MA",ST,USGS,-70.7797642,42.19176797,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105830
1105905,"SIPPICAN RIVER NEAR MARION, MA",ST,USGS,-70.7747583,41.73427026,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105905
1105908,"AUCOOT CREEK NEAR MARION, MA",ST,USGS,-70.7736462,41.6839934,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105908
4.14732E+14,"ISREAL POND W. WAREHAM, MA",LK,USGS,-70.76388889,41.7922222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414732070455001
4.20152E+14,"LOWER CHANDLER POND, DUXBURY,MA",LK,USGS,-70.7619444,42.0311111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420152070454301
1105865,"JONES RIVER AB FOUNTAINHEAD BK NEAR KINGSTON, MA",ST,USGS,-70.7608721,41.9962138,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105865
1105895,"WEWEANTIC RIVER AT SOUTH WAREHAM, MA",ST,USGS,-70.7544806,41.7701033,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105895
4.14554E+14,"HORSESHOE POND NEAR DAM AT WAREHAM, MA",LK,USGS,-70.7475,41.765,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414554070445101
1105848,"FURNACE BROOK AT SCHOOL ST NEAR MARSHFIELD, MA",ST,USGS,-70.7422623,42.11843534,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105848
1105872,"HALLS BROOK AT KINGSTON, MA",ST,USGS,-70.73170469,41.9992695,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105872
1105845,"SOUTH RIVER AT MARSHFIELD, MA",ST,USGS,-70.7300393,42.0923244,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105845
1105892,"WANKINCO RIVER AT WAREHAM, MA",ST,USGS,-70.72170178,41.7662148,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105892
4.14634E+14,"PARKER MILLS WAREHAM, MA",LK,USGS,-70.7180556,41.7761111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414634070430501
1105890,"AGAWAM RIVER AT EAST WAREHAM, MA",ST,USGS,-70.6772558,41.76121538,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105890
4.15656E+14,"TOWN BROOK IMPOUNDMENT AT PLYMOUTH, MA",LK,USGS,-70.6741667,41.94888889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415656070402701
11058739,"TOWN BROOK ABOVE STANDISH DAM AT PLYMOUTH, MA",ST,USGS,-70.6737,41.94656944,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011058739
4.24601E+14,"MILL POND EAST WAREHAM, MA",LK,USGS,-70.6736111,41.76694444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=424601070402501
4.12257E+14,"MILL BROOK AT WEST TISBURY, MA",ST,USGS,-70.6714168,41.3826134,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=412257070401901
1105874,"TOWN BROOK AT PLYMOUTH, MA",ST,USGS,-70.6617019,41.9562145,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105874
1105886,"RED BROOK NEAR BUZZARDS BAY, MA",ST,USGS,-70.6325321,41.7634381,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105886
4.15501E+14,"RUSSELL MILL POND, PLYMOUTH,MA",LK,USGS,-70.6311111,41.91694444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415501070375201
1105884,"RED BROOK ABOVE RT 25 NEAR WAREHAM, MA",ST,USGS,-70.6305878,41.7767714,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105884
1105885,"RED BROOK BELOW RT 25 NEAR WAREHAM, MA",ST,USGS,-70.63031,41.7756603,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105885
1105888,"AGAWAM RIVER NEAR ELLISVILLE, MA",ST,USGS,-70.61947707,41.84565996,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105888
4.13558E+14,"JENKINS POND, FALMOUTH FS-JENPD-0001",LK,USGS,-70.58113497,41.59948348,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413558070345401
4.13723E+14,"DEEP POND, FALMOUTH FS-DEEPD-0001",LK,USGS,-70.57879339,41.62316916,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413723070344601
11058837547,"COONAMESSETT R, 200FT S. OF HATCHVILLE RD NR FALM.",ST,USGS,-70.5741361,41.6120972,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011058837547
11058837589,"COONAMESSETT R AT FOOTBRIDGE NEAR FALMOUTH, MA",ST,USGS,-70.5733694,41.5818111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011058837589
1105883758,"COONAMESSETT R. AT JOHN PARKER RD, NEAR E.FALMOUTH",ST,USGS,-70.5725292,41.58927545,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883758
1105883753,COONAMESSETT R. 2500FT N OF HATCHVILLE RD NR FALM.,ST,USGS,-70.5722516,41.6187193,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883753
4.1393E+14,"OSBORNE POND, BOURNE BH-0SBPD-0001",LK,USGS,-70.57207119,41.65844356,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413930070342101
1105883757,"COONAMESSETT R AT SANDWICH RD NR E. FALMOUTH, MA",ST,USGS,-70.5716959,41.5987197,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883757
