# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2024-07-09 14:23:46 -04:00	(natwebcaas01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 0110588332 MARSTONS MILLS RV, DS OUT. OF BOG, MARS. MILLS, MA
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 0110588332
#    TS_ID       Parameter Description
#    292329      00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
#
agency_cd	site_no	datetime	tz_cd	292329_00060	292329_00060_cd
USGS	0110588332	2024-07-07 02:00	EDT	6.08	P
USGS	0110588332	2024-07-07 02:15	EDT	6.07	P
USGS	0110588332	2024-07-07 02:30	EDT	6.07	P
USGS	0110588332	2024-07-07 02:45	EDT	6.07	P
USGS	0110588332	2024-07-07 03:00	EDT	6.07	P
USGS	0110588332	2024-07-07 03:15	EDT	6.07	P
USGS	0110588332	2024-07-07 03:30	EDT	6.07	P
USGS	0110588332	2024-07-07 03:45	EDT	6.07	P
USGS	0110588332	2024-07-07 04:00	EDT	6.07	P
USGS	0110588332	2024-07-07 04:15	EDT	6.05	P
USGS	0110588332	2024-07-07 04:30	EDT	6.07	P
USGS	0110588332	2024-07-07 04:45	EDT	6.05	P
USGS	0110588332	2024-07-07 05:00	EDT	6.07	P
USGS	0110588332	2024-07-07 05:15	EDT	6.05	P
USGS	0110588332	2024-07-07 05:30	EDT	6.04	P
USGS	0110588332	2024-07-07 05:45	EDT	6.02	P
USGS	0110588332	2024-07-07 06:00	EDT	6.00	P
USGS	0110588332	2024-07-07 06:15	EDT	5.99	P
USGS	0110588332	2024-07-07 06:30	EDT	5.99	P
USGS	0110588332	2024-07-07 06:45	EDT	5.99	P
USGS	0110588332	2024-07-07 07:00	EDT	5.99	P
USGS	0110588332	2024-07-07 07:15	EDT	5.99	P
USGS	0110588332	2024-07-07 07:30	EDT	5.99	P
USGS	0110588332	2024-07-07 07:45	EDT	5.99	P
USGS	0110588332	2024-07-07 08:00	EDT	5.99	P
USGS	0110588332	2024-07-07 08:15	EDT	5.97	P
USGS	0110588332	2024-07-07 08:30	EDT	5.97	P
USGS	0110588332	2024-07-07 08:45	EDT	5.94	P
USGS	0110588332	2024-07-07 09:00	EDT	5.91	P
USGS	0110588332	2024-07-07 09:15	EDT	5.90	P
USGS	0110588332	2024-07-07 09:30	EDT	5.86	P
USGS	0110588332	2024-07-07 09:45	EDT	5.85	P
USGS	0110588332	2024-07-07 10:00	EDT	5.80	P
USGS	0110588332	2024-07-07 10:15	EDT	5.77	P
USGS	0110588332	2024-07-07 10:30	EDT	5.74	P
USGS	0110588332	2024-07-07 10:45	EDT	5.74	P
USGS	0110588332	2024-07-07 11:00	EDT	5.73	P
USGS	0110588332	2024-07-07 11:15	EDT	5.68	P
USGS	0110588332	2024-07-07 11:30	EDT	5.66	P
USGS	0110588332	2024-07-07 11:45	EDT	5.63	P
USGS	0110588332	2024-07-07 12:00	EDT	5.62	P
USGS	0110588332	2024-07-07 12:15	EDT	5.59	P
USGS	0110588332	2024-07-07 12:30	EDT	5.57	P
USGS	0110588332	2024-07-07 12:45	EDT	5.57	P
USGS	0110588332	2024-07-07 13:00	EDT	5.56	P
USGS	0110588332	2024-07-07 13:15	EDT	5.54	P
USGS	0110588332	2024-07-07 13:30	EDT	5.54	P
USGS	0110588332	2024-07-07 13:45	EDT	5.53	P
USGS	0110588332	2024-07-07 14:00	EDT	5.53	P
USGS	0110588332	2024-07-07 14:15	EDT	5.53	P
USGS	0110588332	2024-07-07 14:30	EDT	5.53	P
USGS	0110588332	2024-07-07 14:45	EDT	5.53	P
USGS	0110588332	2024-07-07 15:00	EDT	5.56	P
USGS	0110588332	2024-07-07 15:15	EDT	5.57	P
USGS	0110588332	2024-07-07 15:30	EDT	5.59	P
USGS	0110588332	2024-07-07 15:45	EDT	5.59	P
USGS	0110588332	2024-07-07 16:00	EDT	5.60	P
USGS	0110588332	2024-07-07 16:15	EDT	5.62	P
USGS	0110588332	2024-07-07 16:30	EDT	5.62	P
USGS	0110588332	2024-07-07 16:45	EDT	5.60	P
USGS	0110588332	2024-07-07 17:00	EDT	5.62	P
USGS	0110588332	2024-07-07 17:15	EDT	5.63	P
USGS	0110588332	2024-07-07 17:30	EDT	5.65	P
USGS	0110588332	2024-07-07 17:45	EDT	5.65	P
USGS	0110588332	2024-07-07 18:00	EDT	5.65	P
USGS	0110588332	2024-07-07 18:15	EDT	5.63	P
USGS	0110588332	2024-07-07 18:30	EDT	5.63	P
USGS	0110588332	2024-07-07 18:45	EDT	5.60	P
USGS	0110588332	2024-07-07 19:00	EDT	5.57	P
USGS	0110588332	2024-07-07 19:15	EDT	5.56	P
USGS	0110588332	2024-07-07 19:30	EDT	4.74	P
USGS	0110588332	2024-07-07 19:45	EDT	4.25	P
USGS	0110588332	2024-07-07 20:00	EDT	3.93	P
USGS	0110588332	2024-07-07 20:15	EDT	3.75	P
USGS	0110588332	2024-07-07 20:30	EDT	4.59	P
USGS	0110588332	2024-07-07 20:45	EDT	4.81	P
USGS	0110588332	2024-07-07 21:00	EDT	4.89	P
USGS	0110588332	2024-07-07 21:15	EDT	4.94	P
USGS	0110588332	2024-07-07 21:30	EDT	4.95	P
USGS	0110588332	2024-07-07 21:45	EDT	5.04	P
USGS	0110588332	2024-07-07 22:00	EDT	5.14	P
USGS	0110588332	2024-07-07 22:15	EDT	5.23	P
USGS	0110588332	2024-07-07 22:30	EDT	5.29	P
USGS	0110588332	2024-07-07 22:45	EDT	5.38	P
USGS	0110588332	2024-07-07 23:00	EDT	5.42	P
USGS	0110588332	2024-07-07 23:15	EDT	5.48	P
USGS	0110588332	2024-07-07 23:30	EDT	5.51	P
USGS	0110588332	2024-07-07 23:45	EDT	5.53	P
USGS	0110588332	2024-07-08 00:00	EDT	5.56	P
USGS	0110588332	2024-07-08 00:15	EDT	5.59	P
USGS	0110588332	2024-07-08 00:30	EDT	5.62	P
USGS	0110588332	2024-07-08 00:45	EDT	5.63	P
USGS	0110588332	2024-07-08 01:00	EDT	5.63	P
USGS	0110588332	2024-07-08 01:15	EDT	5.65	P
USGS	0110588332	2024-07-08 01:30	EDT	5.66	P
USGS	0110588332	2024-07-08 01:45	EDT	5.69	P
USGS	0110588332	2024-07-08 02:00	EDT	5.69	P
USGS	0110588332	2024-07-08 02:15	EDT	5.71	P
USGS	0110588332	2024-07-08 02:30	EDT	5.73	P
USGS	0110588332	2024-07-08 02:45	EDT	5.74	P
USGS	0110588332	2024-07-08 03:00	EDT	5.74	P
USGS	0110588332	2024-07-08 03:15	EDT	5.74	P
USGS	0110588332	2024-07-08 03:30	EDT	5.76	P
USGS	0110588332	2024-07-08 03:45	EDT	5.77	P
USGS	0110588332	2024-07-08 04:00	EDT	5.79	P
USGS	0110588332	2024-07-08 04:15	EDT	5.79	P
USGS	0110588332	2024-07-08 04:30	EDT	5.80	P
USGS	0110588332	2024-07-08 04:45	EDT	5.80	P
USGS	0110588332	2024-07-08 05:00	EDT	5.01	P
USGS	0110588332	2024-07-08 05:15	EDT	4.68	P
USGS	0110588332	2024-07-08 05:30	EDT	4.52	P
USGS	0110588332	2024-07-08 05:45	EDT	5.24	P
USGS	0110588332	2024-07-08 06:00	EDT	5.54	P
USGS	0110588332	2024-07-08 06:15	EDT	5.65	P
USGS	0110588332	2024-07-08 06:30	EDT	5.71	P
USGS	0110588332	2024-07-08 06:45	EDT	5.74	P
USGS	0110588332	2024-07-08 07:00	EDT	5.76	P
USGS	0110588332	2024-07-08 07:15	EDT	5.79	P
USGS	0110588332	2024-07-08 07:30	EDT	5.80	P
USGS	0110588332	2024-07-08 07:45	EDT	5.83	P
USGS	0110588332	2024-07-08 08:00	EDT	5.82	P
USGS	0110588332	2024-07-08 08:15	EDT	5.83	P
USGS	0110588332	2024-07-08 08:30	EDT	5.83	P
USGS	0110588332	2024-07-08 08:45	EDT	5.83	P
USGS	0110588332	2024-07-08 09:00	EDT	5.82	P
USGS	0110588332	2024-07-08 09:15	EDT	5.83	P
USGS	0110588332	2024-07-08 09:30	EDT	5.82	P
USGS	0110588332	2024-07-08 09:45	EDT	5.85	P
USGS	0110588332	2024-07-08 10:00	EDT	5.82	P
USGS	0110588332	2024-07-08 10:15	EDT	5.83	P
USGS	0110588332	2024-07-08 10:30	EDT	5.82	P
USGS	0110588332	2024-07-08 10:45	EDT	5.79	P
USGS	0110588332	2024-07-08 11:00	EDT	5.80	P
USGS	0110588332	2024-07-08 11:15	EDT	5.77	P
USGS	0110588332	2024-07-08 11:30	EDT	5.74	P
USGS	0110588332	2024-07-08 11:45	EDT	5.74	P
USGS	0110588332	2024-07-08 12:00	EDT	5.73	P
USGS	0110588332	2024-07-08 12:15	EDT	5.69	P
USGS	0110588332	2024-07-08 12:30	EDT	5.66	P
USGS	0110588332	2024-07-08 12:45	EDT	5.65	P
USGS	0110588332	2024-07-08 13:00	EDT	5.65	P
USGS	0110588332	2024-07-08 13:15	EDT	5.60	P
USGS	0110588332	2024-07-08 13:30	EDT	5.59	P
USGS	0110588332	2024-07-08 13:45	EDT	5.60	P
USGS	0110588332	2024-07-08 14:00	EDT	5.57	P
USGS	0110588332	2024-07-08 14:15	EDT	5.56	P
USGS	0110588332	2024-07-08 14:30	EDT	5.57	P
USGS	0110588332	2024-07-08 14:45	EDT	5.57	P
USGS	0110588332	2024-07-08 15:00	EDT	5.56	P
USGS	0110588332	2024-07-08 15:15	EDT	5.56	P
USGS	0110588332	2024-07-08 15:30	EDT	5.56	P
USGS	0110588332	2024-07-08 15:45	EDT	5.54	P
USGS	0110588332	2024-07-08 16:00	EDT	5.54	P
USGS	0110588332	2024-07-08 16:15	EDT	5.56	P
USGS	0110588332	2024-07-08 16:30	EDT	5.54	P
USGS	0110588332	2024-07-08 16:45	EDT	5.56	P
USGS	0110588332	2024-07-08 17:00	EDT	5.56	P
USGS	0110588332	2024-07-08 17:15	EDT	5.59	P
USGS	0110588332	2024-07-08 17:30	EDT	5.57	P
USGS	0110588332	2024-07-08 17:45	EDT	5.59	P
USGS	0110588332	2024-07-08 18:00	EDT	5.59	P
USGS	0110588332	2024-07-08 18:15	EDT	5.59	P
USGS	0110588332	2024-07-08 18:30	EDT	5.60	P
USGS	0110588332	2024-07-08 18:45	EDT	5.60	P
USGS	0110588332	2024-07-08 19:00	EDT	5.63	P
USGS	0110588332	2024-07-08 19:15	EDT	5.63	P
USGS	0110588332	2024-07-08 19:30	EDT	5.65	P
USGS	0110588332	2024-07-08 19:45	EDT	5.63	P
USGS	0110588332	2024-07-08 20:00	EDT	4.78	P
USGS	0110588332	2024-07-08 20:15	EDT	4.37	P
USGS	0110588332	2024-07-08 20:30	EDT	4.12	P
USGS	0110588332	2024-07-08 20:45	EDT	4.78	P
USGS	0110588332	2024-07-08 21:00	EDT	5.04	P
USGS	0110588332	2024-07-08 21:15	EDT	5.14	P
USGS	0110588332	2024-07-08 21:30	EDT	5.17	P
USGS	0110588332	2024-07-08 21:45	EDT	5.23	P
USGS	0110588332	2024-07-08 22:00	EDT	5.32	P
USGS	0110588332	2024-07-08 22:15	EDT	5.42	P
USGS	0110588332	2024-07-08 22:30	EDT	5.48	P
USGS	0110588332	2024-07-08 22:45	EDT	5.56	P
USGS	0110588332	2024-07-08 23:00	EDT	5.62	P
USGS	0110588332	2024-07-08 23:15	EDT	5.63	P
USGS	0110588332	2024-07-08 23:30	EDT	5.66	P
USGS	0110588332	2024-07-08 23:45	EDT	5.69	P
USGS	0110588332	2024-07-09 00:00	EDT	5.71	P
USGS	0110588332	2024-07-09 00:15	EDT	5.73	P
USGS	0110588332	2024-07-09 00:30	EDT	5.74	P
USGS	0110588332	2024-07-09 00:45	EDT	5.76	P
USGS	0110588332	2024-07-09 01:00	EDT	5.74	P
USGS	0110588332	2024-07-09 01:15	EDT	5.77	P
USGS	0110588332	2024-07-09 01:30	EDT	5.76	P
USGS	0110588332	2024-07-09 01:45	EDT	5.79	P
USGS	0110588332	2024-07-09 02:00	EDT	5.79	P
USGS	0110588332	2024-07-09 02:15	EDT	5.79	P
USGS	0110588332	2024-07-09 02:30	EDT	5.80	P
USGS	0110588332	2024-07-09 02:45	EDT	5.79	P
USGS	0110588332	2024-07-09 03:00	EDT	5.79	P
USGS	0110588332	2024-07-09 03:15	EDT	5.80	P
USGS	0110588332	2024-07-09 03:30	EDT	5.80	P
USGS	0110588332	2024-07-09 03:45	EDT	5.80	P
USGS	0110588332	2024-07-09 04:00	EDT	5.80	P
USGS	0110588332	2024-07-09 04:15	EDT	5.83	P
USGS	0110588332	2024-07-09 04:30	EDT	5.80	P
USGS	0110588332	2024-07-09 04:45	EDT	5.80	P
USGS	0110588332	2024-07-09 05:00	EDT	5.82	P
USGS	0110588332	2024-07-09 05:15	EDT	5.02	P
USGS	0110588332	2024-07-09 05:30	EDT	4.68	P
USGS	0110588332	2024-07-09 05:45	EDT	4.52	P
USGS	0110588332	2024-07-09 06:00	EDT	5.21	P
USGS	0110588332	2024-07-09 06:15	EDT	5.50	P
USGS	0110588332	2024-07-09 06:30	EDT	5.63	P
USGS	0110588332	2024-07-09 06:45	EDT	5.68	P
USGS	0110588332	2024-07-09 07:00	EDT	5.74	P
USGS	0110588332	2024-07-09 07:15	EDT	5.77	P
USGS	0110588332	2024-07-09 07:30	EDT	5.79	P
USGS	0110588332	2024-07-09 07:45	EDT	5.79	P
USGS	0110588332	2024-07-09 08:00	EDT	5.80	P
USGS	0110588332	2024-07-09 08:15	EDT	5.82	P
USGS	0110588332	2024-07-09 08:30	EDT	5.83	P
USGS	0110588332	2024-07-09 08:45	EDT	5.82	P
USGS	0110588332	2024-07-09 09:00	EDT	5.82	P
USGS	0110588332	2024-07-09 09:15	EDT	5.82	P
USGS	0110588332	2024-07-09 09:30	EDT	5.82	P
USGS	0110588332	2024-07-09 09:45	EDT	5.83	P
USGS	0110588332	2024-07-09 10:00	EDT	5.85	P
USGS	0110588332	2024-07-09 10:15	EDT	5.88	P
USGS	0110588332	2024-07-09 10:30	EDT	5.85	P
USGS	0110588332	2024-07-09 10:45	EDT	5.85	P
USGS	0110588332	2024-07-09 11:00	EDT	5.85	P
USGS	0110588332	2024-07-09 11:15	EDT	5.85	P
USGS	0110588332	2024-07-09 11:30	EDT	5.83	P
USGS	0110588332	2024-07-09 11:45	EDT	5.82	P
USGS	0110588332	2024-07-09 12:00	EDT	5.82	P
USGS	0110588332	2024-07-09 12:15	EDT	5.79	P
USGS	0110588332	2024-07-09 12:30	EDT	5.79	P
USGS	0110588332	2024-07-09 12:45	EDT	5.79	P
USGS	0110588332	2024-07-09 13:00	EDT	5.79	P
USGS	0110588332	2024-07-09 13:15	EDT	5.74	P
