ID,Warehouse_vintage,Datayear,QCStatus,QCDate,Projname,Watershed,SARIS_PALIS_CAMIS,Waterbody,UNIQUE_ID,DESCRIPTOR,MLTYP_NAME,Latitude,Longitude,FSLOG,SURV_TYPE,OWMID,QAQC,QAQCType,StartDate,StartTime,FLOWSTAT,DWM_Name,DWM_Units,ResVal,nResult,DWMQual,DWM_Method,ResComm
466312,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Nashua (2008),Nashua,8143950,Squannacook River,W0487,"[west of Townsend Road (directly across from Candice Lane), Groton]",River/Stream,42.62094186,-71.64380951,08-Q001-03,River,SM-2343,,Routine Sample,1/16/2008,10:31:00 AM,Flowing,Total Nitrogen,mg/L,0.46,0.46,,USGS I-4650-03,
466330,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Nashua (2008),Nashua,8143500,Nashua River,W0496,"[Route 111/119, Pepperell/Groton]",River/Stream,42.62647657,-71.59314962,08-Q001-05,River,SM-2347,,Routine Sample,1/16/2008,11:40:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.58,0.58,,EPA 353.1,
466332,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Nashua (2008),Nashua,8143500,Nashua River,W0496,"[Route 111/119, Pepperell/Groton]",River/Stream,42.62647657,-71.59314962,08-Q001-05,River,SM-2347,,Routine Sample,1/16/2008,11:40:00 AM,Flowing,Total Nitrogen,mg/L,0.91,0.91,,USGS I-4650-03,
466300,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Nashua (2008),Nashua,8143500,Nashua River,W0681,"[""abandoned bridge"" (Atherton Bridge) near current Bolton Road bridge, Lancaster.]",River/Stream,42.44473811,-71.67198789,08-Q001-02,River,SM-2341,,Routine Sample,1/16/2008,9:20:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.6,0.6,,EPA 353.1,
466302,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Nashua (2008),Nashua,8143500,Nashua River,W0681,"[""abandoned bridge"" (Atherton Bridge) near current Bolton Road bridge, Lancaster.]",River/Stream,42.44473811,-71.67198789,08-Q001-02,River,SM-2341,,Routine Sample,1/16/2008,9:20:00 AM,Flowing,Total Nitrogen,mg/L,0.87,0.87,,USGS I-4650-03,
466340,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Chicopee (2008),Chicopee,3626275,Sevenmile River,W0490,"[Cooney Road at USGS flow gaging station #01175670, Spencer]",River/Stream,42.26477944,-72.00491606,08-L001-01,River,SM-2350,,Routine Sample,1/23/2008,8:30:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.18,0.18,,EPA 353.1,
466342,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Chicopee (2008),Chicopee,3626275,Sevenmile River,W0490,"[Cooney Road at USGS flow gaging station #01175670, Spencer]",River/Stream,42.26477944,-72.00491606,08-L001-01,River,SM-2350,,Routine Sample,1/23/2008,8:30:00 AM,Flowing,Total Nitrogen,mg/L,0.33,0.33,,USGS I-4650-03,
466380,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Chicopee (2008),Chicopee,3625450,Quaboag River,W0491,"[east of Route 67, (near USGS flow gaging station #01176000), Palmer/Brimfield]",River/Stream,42.18142994,-72.26354268,08-L001-05,River,SM-2359,,Routine Sample,1/23/2008,11:27:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.33,0.33,,EPA 353.1,
466382,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Chicopee (2008),Chicopee,3625450,Quaboag River,W0491,"[east of Route 67, (near USGS flow gaging station #01176000), Palmer/Brimfield]",River/Stream,42.18142994,-72.26354268,08-L001-05,River,SM-2359,,Routine Sample,1/23/2008,11:27:00 AM,Flowing,Total Nitrogen,mg/L,0.61,0.61,,USGS I-4650-03,
466370,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Chicopee (2008),Chicopee,3626500,Ware River,W0492,"[Route 32 at Gibbs Crossing, Ware]",River/Stream,42.23872578,-72.285755,08-L001-04,River,SM-2356,SM-2357,Duplicate,1/23/2008,10:58:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.24,0.24,,EPA 353.1,
466372,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Chicopee (2008),Chicopee,3626500,Ware River,W0492,"[Route 32 at Gibbs Crossing, Ware]",River/Stream,42.23872578,-72.285755,08-L001-04,River,SM-2356,SM-2357,Duplicate,1/23/2008,10:58:00 AM,Flowing,Total Nitrogen,mg/L,0.46,0.46,,USGS I-4650-03,
466360,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Chicopee (2008),Chicopee,3626525,Swift River,W0493,"[at USGS flow gaging station #01175500 west of River Road, Ware/Belchertown]",River/Stream,42.26797538,-72.33276108,08-L001-03,River,SM-2354,,Routine Sample,1/23/2008,10:25:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.02,0.02,,EPA 353.1,
466362,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Chicopee (2008),Chicopee,3626525,Swift River,W0493,"[at USGS flow gaging station #01175500 west of River Road, Ware/Belchertown]",River/Stream,42.26797538,-72.33276108,08-L001-03,River,SM-2354,,Routine Sample,1/23/2008,10:25:00 AM,Flowing,Total Nitrogen,mg/L,0.15,0.15,,USGS I-4650-03,
466350,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Chicopee (2008),Chicopee,3626500,Ware River,W0494,"[south of Route 122 at weir downstream of Shaft #8 water supply intake, Barre]",River/Stream,42.39121389,-72.0645552,08-L001-02,River,SM-2352,,Routine Sample,1/23/2008,9:15:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.05,0.05,,EPA 353.1,
466352,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Chicopee (2008),Chicopee,3626500,Ware River,W0494,"[south of Route 122 at weir downstream of Shaft #8 water supply intake, Barre]",River/Stream,42.39121389,-72.0645552,08-L001-02,River,SM-2352,,Routine Sample,1/23/2008,9:15:00 AM,Flowing,Total Nitrogen,mg/L,0.27,0.27,,USGS I-4650-03,
466410,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: French & Quinebaug (2008),Quinebaug,4128875,Quinebaug River,W0600,"[Route 197 bridge, Thompson, Connecticut]",River/Stream,42.02202663,-71.9543561,08-N001-03,River,SM-2366,,Routine Sample,1/30/2008,10:00:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.36,0.36,,EPA 353.1,
466412,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: French & Quinebaug (2008),Quinebaug,4128875,Quinebaug River,W0600,"[Route 197 bridge, Thompson, Connecticut]",River/Stream,42.02202663,-71.9543561,08-N001-03,River,SM-2366,,Routine Sample,1/30/2008,10:00:00 AM,Flowing,Total Nitrogen,mg/L,0.84,0.84,,USGS I-4650-03,
466390,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: French & Quinebaug (2008),Quinebaug,4128875,Quinebaug River,W0601,"[Holland Road bridge, Sturbridge]",River/Stream,42.10956147,-72.11856925,08-N001-01,River,SM-2362,,Routine Sample,1/30/2008,8:30:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.12,0.12,,EPA 353.1,
466392,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: French & Quinebaug (2008),Quinebaug,4128875,Quinebaug River,W0601,"[Holland Road bridge, Sturbridge]",River/Stream,42.10956147,-72.11856925,08-N001-01,River,SM-2362,,Routine Sample,1/30/2008,8:30:00 AM,Flowing,Total Nitrogen,mg/L,0.31,0.31,,USGS I-4650-03,
466420,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: French & Quinebaug (2008),French,4230075,French River,W0602,"[Oxford Avenue/Pleasant Street, Dudley/Webster  (near USGS flow gaging station #01125000)]",River/Stream,42.05094532,-71.88507359,08-N001-04,River,SM-2368,SM-2369,Duplicate,1/30/2008,10:40:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.6,0.6,,EPA 353.1,
466422,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: French & Quinebaug (2008),French,4230075,French River,W0602,"[Oxford Avenue/Pleasant Street, Dudley/Webster  (near USGS flow gaging station #01125000)]",River/Stream,42.05094532,-71.88507359,08-N001-04,River,SM-2368,SM-2369,Duplicate,1/30/2008,10:40:00 AM,Flowing,Total Nitrogen,mg/L,0.89,0.89,,USGS I-4650-03,
466400,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: French & Quinebaug (2008),Quinebaug,4129125,Cady Brook,W0615,"[Route 169 bridge (near pipeline crossing), Charlton]",River/Stream,42.11947322,-72.00870444,08-N001-02,River,SM-2364,,Routine Sample,1/30/2008,9:20:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.52,0.52,,EPA 353.1,
466402,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: French & Quinebaug (2008),Quinebaug,4129125,Cady Brook,W0615,"[Route 169 bridge (near pipeline crossing), Charlton]",River/Stream,42.11947322,-72.00870444,08-N001-02,River,SM-2364,,Routine Sample,1/30/2008,9:20:00 AM,Flowing,Total Nitrogen,mg/L,0.79,0.79,,USGS I-4650-03,
466430,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Millers (2008),Millers,3522150,Millers River,W0690,"[at USGS flow gaging station #01166500 near Bridge Street/Farley Road, Erving/Wendell]",River/Stream,42.59751119,-72.43783955,08-P001-01,River,SM-2372,,Routine Sample,2/20/2008,9:30:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.14,0.14,,EPA 353.1,
466432,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Millers (2008),Millers,3522150,Millers River,W0690,"[at USGS flow gaging station #01166500 near Bridge Street/Farley Road, Erving/Wendell]",River/Stream,42.59751119,-72.43783955,08-P001-01,River,SM-2372,,Routine Sample,2/20/2008,9:30:00 AM,Flowing,Total Nitrogen,mg/L,0.38,0.38,,USGS I-4650-03,
466440,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Millers (2008),Millers,3523800,Otter River,W0691,"[Turner Street, Templeton (near USGS flow gaging station #01163200)]",River/Stream,42.58812535,-72.04099473,08-P001-02,River,SM-2374,SM-2375,Duplicate,2/20/2008,10:45:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.33,0.33,,EPA 353.1,
466442,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Millers (2008),Millers,3523800,Otter River,W0691,"[Turner Street, Templeton (near USGS flow gaging station #01163200)]",River/Stream,42.58812535,-72.04099473,08-P001-02,River,SM-2374,SM-2375,Duplicate,2/20/2008,10:45:00 AM,Flowing,Total Nitrogen,mg/L,0.58,0.58,,USGS I-4650-03,
466450,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Millers (2008),Millers,3522150,Millers River,W0692,"[south of Blossom Street, approximately 450 feet west of King Street at USGS flow gaging station #01164000, Royalston]",River/Stream,42.62969793,-72.15035652,08-P001-03,River,SM-2377,,Routine Sample,2/20/2008,11:30:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.18,0.18,,EPA 353.1,
466452,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Millers (2008),Millers,3522150,Millers River,W0692,"[south of Blossom Street, approximately 450 feet west of King Street at USGS flow gaging station #01164000, Royalston]",River/Stream,42.62969793,-72.15035652,08-P001-03,River,SM-2377,,Routine Sample,2/20/2008,11:30:00 AM,Flowing,Total Nitrogen,mg/L,0.43,0.43,,USGS I-4650-03,
466460,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Millers (2008),Millers,3524150,Priest Brook,W0693,"[Winchendon Road, Royalston (at USGS flow gaging station #01162500)]",River/Stream,42.68279648,-72.11503734,08-P001-04,River,SM-2379,,Routine Sample,2/20/2008,12:05:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,<0.02,-0.02,,EPA 353.1,
466462,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Millers (2008),Millers,3524150,Priest Brook,W0693,"[Winchendon Road, Royalston (at USGS flow gaging station #01162500)]",River/Stream,42.68279648,-72.11503734,08-P001-04,River,SM-2379,,Routine Sample,2/20/2008,12:05:00 AM,Flowing,Total Nitrogen,mg/L,0.21,0.21,,USGS I-4650-03,
466470,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Millers (2008),Millers,3522150,Millers River,W0694,"[old bridge abutments on eastern shore of closed dirt road (Sibley Road on 1998 Winchendon USGS quadrangle), Winchendon]",River/Stream,42.6723218,-72.09305542,08-P001-05,River,SM-2381,,Routine Sample,2/20/2008,12:40:00 PM,Flowing,Nitrate/Nitrite-N,mg/L,0.1,0.1,,EPA 353.1,
466472,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Millers (2008),Millers,3522150,Millers River,W0694,"[old bridge abutments on eastern shore of closed dirt road (Sibley Road on 1998 Winchendon USGS quadrangle), Winchendon]",River/Stream,42.6723218,-72.09305542,08-P001-05,River,SM-2381,,Routine Sample,2/20/2008,12:40:00 PM,Flowing,Total Nitrogen,mg/L,0.33,0.33,,USGS I-4650-03,
466480,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Concord (2008),Concord (SuAsCo),8246775,Assabet River,W0695,"[School Street, Northborough]",River/Stream,42.30485304,-71.62845076,08-M001-01,River,SM-2384,SM-2385,Duplicate,2/27/2008,8:05:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,1.7,1.7,,EPA 353.1,
466482,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Concord (2008),Concord (SuAsCo),8246775,Assabet River,W0695,"[School Street, Northborough]",River/Stream,42.30485304,-71.62845076,08-M001-01,River,SM-2384,SM-2385,Duplicate,2/27/2008,8:05:00 AM,Flowing,Total Nitrogen,mg/L,2.3,2.3,,USGS I-4650-03,
466490,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Concord (2008),Concord (SuAsCo),8247650,Sudbury River,W0696,"[Danforth Street bridge, Framingham]",River/Stream,42.32543468,-71.39736431,08-M001-02,River,SM-2387,,Routine Sample,2/27/2008,9:25:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.62,0.62,,EPA 353.1,
466492,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Concord (2008),Concord (SuAsCo),8247650,Sudbury River,W0696,"[Danforth Street bridge, Framingham]",River/Stream,42.32543468,-71.39736431,08-M001-02,River,SM-2387,,Routine Sample,2/27/2008,9:25:00 AM,Flowing,Total Nitrogen,mg/L,0.86,0.86,,USGS I-4650-03,
466500,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Concord (2008),Concord (SuAsCo),8246775,Assabet River,W0697,"[at USGS flow gaging station #01097000 near the Route 27/62 bridge, Maynard]",River/Stream,42.43206352,-71.44974106,08-M001-03,River,SM-2389,,Routine Sample,2/27/2008,10:15:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,1,1,,EPA 353.1,
466502,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Concord (2008),Concord (SuAsCo),8246775,Assabet River,W0697,"[at USGS flow gaging station #01097000 near the Route 27/62 bridge, Maynard]",River/Stream,42.43206352,-71.44974106,08-M001-03,River,SM-2389,,Routine Sample,2/27/2008,10:15:00 AM,Flowing,Total Nitrogen,mg/L,1.3,1.3,,USGS I-4650-03,
466510,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Concord (2008),Concord (SuAsCo),8246875,Nashoba Brook,W0698,"[near footbridge and USGS flow gaging station #01097300 in Nashoba Brook Conservation Area southeast of Wheeler Lane, Acton]",River/Stream,42.51227518,-71.40458554,08-M001-04,River,SM-2391,,Routine Sample,2/27/2008,10:55:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.84,0.84,,EPA 353.1,
466512,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Concord (2008),Concord (SuAsCo),8246875,Nashoba Brook,W0698,"[near footbridge and USGS flow gaging station #01097300 in Nashoba Brook Conservation Area southeast of Wheeler Lane, Acton]",River/Stream,42.51227518,-71.40458554,08-M001-04,River,SM-2391,,Routine Sample,2/27/2008,10:55:00 AM,Flowing,Total Nitrogen,mg/L,1.7,1.7,,USGS I-4650-03,
466520,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Concord (2008),Concord (SuAsCo),8246500,Concord River,W1487,"[Route 110 bridge, Lowell]",River/Stream,42.64172611,-71.30284563,08-M001-05,River,SM-2393,,Routine Sample,2/27/2008,11:50:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.73,0.73,,EPA 353.1,
466522,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Concord (2008),Concord (SuAsCo),8246500,Concord River,W1487,"[Route 110 bridge, Lowell]",River/Stream,42.64172611,-71.30284563,08-M001-05,River,SM-2393,,Routine Sample,2/27/2008,11:50:00 AM,Flowing,Total Nitrogen,mg/L,1,1,,USGS I-4650-03,
466560,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Blackstone (2008),Blackstone,5131800,West River,W0515,"[Hartford Avenue East, Uxbridge]",River/Stream,42.1003609,-71.60111703,08-K001-04,River,SM-2403,,Routine Sample,3/5/2008,10:33:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.39,0.39,,EPA 353.1,
466562,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Blackstone (2008),Blackstone,5131800,West River,W0515,"[Hartford Avenue East, Uxbridge]",River/Stream,42.1003609,-71.60111703,08-K001-04,River,SM-2403,,Routine Sample,3/5/2008,10:33:00 AM,Flowing,Total Nitrogen,mg/L,0.56,0.56,,USGS I-4650-03,
466530,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Blackstone (2008),Blackstone,5131000,Blackstone River,W0680,"[Blackstone River Road bridge, Worcester (prior to October 2002 at old Millbury Street location approximately 350 feet downstream/south of current bridge, (see April 2001 orthophoto)]",River/Stream,42.22778189,-71.78735524,08-K001-01,River,SM-2396,SM-2397,Duplicate,3/5/2008,8:40:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.57,0.57,,EPA 353.1,
466532,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Blackstone (2008),Blackstone,5131000,Blackstone River,W0680,"[Blackstone River Road bridge, Worcester (prior to October 2002 at old Millbury Street location approximately 350 feet downstream/south of current bridge, (see April 2001 orthophoto)]",River/Stream,42.22778189,-71.78735524,08-K001-01,River,SM-2396,SM-2397,Duplicate,3/5/2008,8:40:00 AM,Flowing,Total Nitrogen,mg/L,1.5,1.5,,USGS I-4650-03,
466540,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Blackstone (2008),Blackstone,5132425,Quinsigamond River,W0689,"[abandoned Bridge Street bridge west of Route 140, Grafton]",River/Stream,42.23053792,-71.70809238,08-K001-02,River,SM-2399,,Routine Sample,3/5/2008,9:15:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.54,0.54,,EPA 353.1,
466542,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Blackstone (2008),Blackstone,5132425,Quinsigamond River,W0689,"[abandoned Bridge Street bridge west of Route 140, Grafton]",River/Stream,42.23053792,-71.70809238,08-K001-02,River,SM-2399,,Routine Sample,3/5/2008,9:15:00 AM,Flowing,Total Nitrogen,mg/L,0.83,0.83,,USGS I-4650-03,
466550,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Blackstone (2008),Blackstone,5131000,Blackstone River,W0767,"[at USGS gage #01110500 near Sutton Street bridge, Northbridge]",River/Stream,42.153873,-71.65203977,08-K001-03,River,SM-2401,,Routine Sample,3/5/2008,9:55:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.65,0.65,,EPA 353.1,
466552,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Blackstone (2008),Blackstone,5131000,Blackstone River,W0767,"[at USGS gage #01110500 near Sutton Street bridge, Northbridge]",River/Stream,42.153873,-71.65203977,08-K001-03,River,SM-2401,,Routine Sample,3/5/2008,9:55:00 AM,Flowing,Total Nitrogen,mg/L,1.9,1.9,,USGS I-4650-03,
466570,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Blackstone (2008),Blackstone,5131000,Blackstone River,W1898,"[approximately 500 feet downstream from railroad trestle nearest to Route 122, Millville (at USGS gage 01111230 site)]",River/Stream,42.02271855,-71.57054136,08-K001-05,River,SM-2405,,Routine Sample,3/5/2008,11:20:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.65,0.65,,EPA 353.1,
466572,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Blackstone (2008),Blackstone,5131000,Blackstone River,W1898,"[approximately 500 feet downstream from railroad trestle nearest to Route 122, Millville (at USGS gage 01111230 site)]",River/Stream,42.02271855,-71.57054136,08-K001-05,River,SM-2405,,Routine Sample,3/5/2008,11:20:00 AM,Flowing,Total Nitrogen,mg/L,1.9,1.9,,USGS I-4650-03,
466580,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Nashua (2008),Nashua,8144650,North Nashua River,W0481,"[approximately 200 feet downstream of Route 190 bridge, Lancaster]",River/Stream,42.4951686,-71.72192464,08-Q002-01,River,SM-2408,SM-2409,Duplicate,3/19/2008,8:35:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.77,0.77,,EPA 353.1,
466582,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Nashua (2008),Nashua,8144650,North Nashua River,W0481,"[approximately 200 feet downstream of Route 190 bridge, Lancaster]",River/Stream,42.4951686,-71.72192464,08-Q002-01,River,SM-2408,SM-2409,Duplicate,3/19/2008,8:35:00 AM,Flowing,Total Nitrogen,mg/L,1.1,1.1,,USGS I-4650-03,
466610,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Nashua (2008),Nashua,8143500,Nashua River,W0485,"[approximately 1/2 mile downstream/east from covered bridge at Groton Street near abandoned railroad trestle supports, Pepperell]",River/Stream,42.66968673,-71.56776529,08-Q002-04,River,SM-2415,,Routine Sample,3/19/2008,11:10:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.51,0.51,,EPA 353.1,
466612,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Nashua (2008),Nashua,8143500,Nashua River,W0485,"[approximately 1/2 mile downstream/east from covered bridge at Groton Street near abandoned railroad trestle supports, Pepperell]",River/Stream,42.66968673,-71.56776529,08-Q002-04,River,SM-2415,,Routine Sample,3/19/2008,11:10:00 AM,Flowing,Total Nitrogen,mg/L,0.71,0.71,,USGS I-4650-03,
466600,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Nashua (2008),Nashua,8143950,Squannacook River,W0487,"[west of Townsend Road (directly across from Candice Lane), Groton]",River/Stream,42.62094186,-71.64380951,08-Q002-03,River,SM-2413,,Routine Sample,3/19/2008,10:35:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.35,0.35,,EPA 353.1,
466602,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Nashua (2008),Nashua,8143950,Squannacook River,W0487,"[west of Townsend Road (directly across from Candice Lane), Groton]",River/Stream,42.62094186,-71.64380951,08-Q002-03,River,SM-2413,,Routine Sample,3/19/2008,10:35:00 AM,Flowing,Total Nitrogen,mg/L,0.45,0.45,,USGS I-4650-03,
466620,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Nashua (2008),Nashua,8143500,Nashua River,W0496,"[Route 111/119, Pepperell/Groton]",River/Stream,42.62647657,-71.59314962,08-Q002-05,River,SM-2417,,Routine Sample,3/19/2008,11:40:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.49,0.49,,EPA 353.1,
466622,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Nashua (2008),Nashua,8143500,Nashua River,W0496,"[Route 111/119, Pepperell/Groton]",River/Stream,42.62647657,-71.59314962,08-Q002-05,River,SM-2417,,Routine Sample,3/19/2008,11:40:00 AM,Flowing,Total Nitrogen,mg/L,0.7,0.7,,USGS I-4650-03,
466590,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,8-May-19,SMART: Nashua (2008),Nashua,8143500,Nashua River,W0681,"[""abandoned bridge"" (Atherton Bridge) near current Bolton Road bridge, Lancaster.]",River/Stream,42.44473811,-71.67198789,08-Q002-02,River,SM-2411,,Routine Sample,3/19/2008,9:25:00 AM,Flowing,Nitrate/Nitrite-N,mg/L,0.42,0.42,,EPA 353.1,
