Lat,Long,NO3,TN,NO3_n,TN_n,dataset,year_start,year_end,years_of_obs,systemtype,siteinfo,TN_imp,NO3_imp
41.67941608,-70.28091066,0.5,1.0735478274463124,10010,0,PSW,2012,2012,1,lentic,"Barnstable ,  Mary Dunn Well # 4 Hyannis Water System, Town Of Barnstable",TRUE,FALSE
41.67978409,-70.2895497,0.66,1.2329803393981498,10002,0,PSW,2012,2012,1,lentic,"Barnstable ,  Gp Well # 2 Barnstable Fire District",TRUE,FALSE
41.6804979,-70.246946,0.45,1.023725167461363,10015,0,PSW,2012,2012,1,lentic,"Yarmouth ,  Gp Well # 23 Yarmouth Water Department",TRUE,FALSE
41.68044275,-70.03027345,0.19,0.7646473355396272,10007,0,PSW,2010,2010,1,lentic,"Chatham ,  So. Chatham Well # 2 Chatham Water Dept",TRUE,FALSE
41.68046187,-70.0300981,0.23,0.8045054635275866,10026,0,PSW,2012,2012,1,lentic,"Chatham ,  So. Chatham Well # 1 Chatham Water Dept",TRUE,FALSE
41.68389514,-70.31856547,1.1,1.6714197472657029,10005,0,PSW,2012,2012,1,lentic,"Barnstable ,  Gp Well # 3 Barnstable Fire District",TRUE,FALSE
41.68074439,-70.03009798,0.19,0.7646473355396272,10004,0,PSW,2010,2010,1,lentic,"Chatham ,  So. Chatham Well # 3 Chatham Water Dept",TRUE,FALSE
41.68346682,-70.25440007,0.986666666666667,1.5584883846331516,10000,0,PSW,2012,2012,1,lentic,"Yarmouth ,  Higgins Crowell Well Yarmouth Water Department",TRUE,FALSE
41.6818284,-70.05124975,0.59,1.1632286154192208,10027,0,PSW,2012,2012,1,lentic,"Harwich ,  Main Station Well 1 Harwich Water Department",TRUE,FALSE
41.68456964,-70.25294089,0.39,0.963937975479424,10024,0,PSW,2012,2012,1,lentic,"Yarmouth ,  Gp Well # 2 Yarmouth Water Department",TRUE,FALSE
41.68239532,-70.05117571,0.64,1.2130512754041702,10028,0,PSW,2012,2012,1,lentic,"Harwich ,  Main Station Well 2 Harwich Water Department",TRUE,FALSE
41.68300426,-70.0511743,0.51,1.083512359443302,10029,0,PSW,2012,2012,1,lentic,"Harwich ,  Main Station Well 3 Harwich Water Department",TRUE,FALSE
41.68753587,-70.46166204,0.64,1.2130512754041702,10001,0,PSW,2012,2012,1,lentic,"Sandwich ,  Well # 1 Southpoint Condominium Trust",TRUE,FALSE
41.68276382,-70.02875499,0.01,0.58528575959381,10055,0,PSW,2012,2012,1,lentic,"Chatham ,  Town Forest Well # 9 Chatham Water Dept",TRUE,FALSE
41.68447493,-70.05060567,1.2,1.7710650672356012,10002,0,PSW,2012,2012,1,lentic,"Harwich ,  Gp Well # 4 Harwich Water Department",TRUE,FALSE
41.68611528,-70.1818697,1.4,1.9703557071753979,10027,0,PSW,2010,2010,1,lentic,"Yarmouth ,  Gp Well # 6 Yarmouth Water Department",TRUE,FALSE
41.68919503,-70.41895356,0.58,1.153264083422231,10008,0,PSW,2012,2012,1,lentic,"Barnstable ,  Gp Well # 16  Harrison Centerville Osterville Marstons Mills Wd",TRUE,FALSE
41.68518427,-70.03240218,0.26,0.8343990595185561,10005,0,PSW,2012,2012,1,lentic,"Harwich ,  Gp Well # 7 Harwich Water Department",TRUE,FALSE
41.68988047,-70.44606839,0.13,0.7048601435576881,10015,0,PSW,2012,2012,1,lentic,"Sandwich ,  Gp Well # 8 Sandwich Water District",TRUE,FALSE
41.68548156,-70.03507643,1.5,2.0700010271452967,10019,0,PSW,2012,2012,1,lentic,"Harwich ,  Gp Well # 5 Harwich Water Department",TRUE,FALSE
41.6860084,-70.05001833,0.72,1.2927675313800888,10003,0,PSW,2012,2012,1,lentic,"Harwich ,  Gp Well # 3 Harwich Water Department",TRUE,FALSE
41.69035551,-70.41641613,0.01,0.58528575959381,10011,0,PSW,2012,2012,1,lentic,"Barnstable ,  Gp Well # 19  Harrison Centerville Osterville Marstons Mills Wd",TRUE,FALSE
41.68798104,-70.18358134,0.9,1.472129107325906,10023,0,PSW,2012,2012,1,lentic,"Yarmouth ,  Gp Well # 9 Yarmouth Water Department",TRUE,FALSE
41.6861675,-70.03462975,0.5,1.0735478274463124,10004,0,PSW,2012,2012,1,lentic,"Harwich ,  Gp Well # 6 Harwich Water Department",TRUE,FALSE
41.68752664,-70.05084244,0.75,1.3226611273710582,10013,0,PSW,2012,2012,1,lentic,"Harwich ,  Gp Well # 1 Harwich Water Department",TRUE,FALSE
41.68761435,-70.05088025,0.7,1.272838467386109,10008,0,PSW,2012,2012,1,lentic,"Harwich ,  Gp Well # 2 Harwich Water Department",TRUE,FALSE
41.68743289,-70.02845383,0.35,0.9240798474914647,10003,0,PSW,2012,2012,1,lentic,"Chatham ,  Gp Well # 6 Chatham Water Dept",TRUE,FALSE
41.6913894,-70.30743307,0.57,1.143299551425241,10001,0,PSW,2012,2012,1,lentic,"Barnstable ,  Gp Well # 1 Barnstable Fire District",TRUE,FALSE
41.69062992,-70.02560809,0.01,0.58528575959381,10009,0,PSW,2012,2012,1,lentic,"Chatham ,  Gp Well # 7 Chatham Water Dept",TRUE,FALSE
41.69593226,-70.46264894,2.24,2.8073763949225454,109100,0,PSW,2012,2012,1,lentic,"Sandwich ,  Gp Well #11 Sandwich Water District",TRUE,FALSE
41.69158697,-69.99421372,2.3,2.867163586904484,10005,0,PSW,2012,2012,1,lentic,"Chatham ,  Indian Hill Well Chatham Water Dept",TRUE,FALSE
41.69561706,-70.19257515,1.8,2.3689369870549917,10028,0,PSW,2011,2011,1,lentic,"Yarmouth ,  Gp Well # 15 Yarmouth Water Department",TRUE,FALSE
41.69682673,-70.15984331,1.27,1.8408167912145301,10015,0,PSW,2012,2012,1,lentic,"Dennis ,  Main Station Wells Dennis Water District",TRUE,FALSE
41.70057685,-70.46854407,0.61,1.1831576794132004,10006,0,PSW,2012,2012,1,lentic,"Sandwich ,  Gp Well # 6 Sandwich Water District",TRUE,FALSE
41.70212185,-70.60073082,0.24,0.8144699955245763,10015,0,PSW,2012,2012,1,lentic,"Bourne ,  Well # 6 Bourne Water District",TRUE,FALSE
41.70134465,-70.4713634,3.9,4.461488706422859,10004,0,PSW,2012,2012,1,lentic,"Sandwich ,  Gp Well # 4 Sandwich Water District",TRUE,FALSE
41.70030619,-70.22396089,1.9,2.46858230702489,10010,0,PSW,2011,2011,1,lentic,"Yarmouth ,  Gp Well # 1M Yarmouth Water Department",TRUE,FALSE
41.69760658,-69.98808842,0.42,0.9938315714703936,10025,0,PSW,2012,2012,1,lentic,"Chatham ,  Well # 8 Chatham Water Dept",TRUE,FALSE
41.69776584,-69.98846801,0.41,0.9838670394734037,10008,0,PSW,2012,2012,1,lentic,"Chatham ,  Training Field Well Chatham Water Dept",TRUE,FALSE
41.70363635,-70.473373230000007,1.83,2.3988305830459615,10016,0,PSW,2012,2012,1,lentic,"Sandwich ,  Gp Well #10 Sandwich Water District",TRUE,FALSE
41.70491629,-70.60671073,0.26,0.8343990595185561,10003,0,PSW,2012,2012,1,lentic,"Bourne ,  Well # 1 Bourne Water District",TRUE,FALSE
41.70585692,-70.59633771,0.36,0.9340443794884545,10006,0,PSW,2012,2012,1,lentic,"Bourne ,  Well # 3 Bourne Water District",TRUE,FALSE
41.70180475,-70.15537133,2.42,2.986737970868362,10025,0,PSW,2012,2012,1,lentic,"Dennis ,  Gp Well # 5 Dennis Water District",TRUE,FALSE
41.7088909,-70.59756738,0.56,1.1333350194282514,10007,0,PSW,2012,2012,1,lentic,"Bourne ,  Well # 4 Bourne Water District",TRUE,FALSE
41.70476282,-70.14967059,2.9,3.4650355067238747,10032,0,PSW,2010,2010,1,lentic,"Dennis ,  Gp Well #21 Dennis Water District",TRUE,FALSE
41.70650402,-70.13724608,0.11,0.6849310795637085,10038,0,PSW,2012,2012,1,lentic,"Dennis ,  Gp Well # 12 Dennis Water District",TRUE,FALSE
41.70686943,-70.14006038,0.08,0.6550374835727388,10037,0,PSW,2010,2010,1,lentic,"Dennis ,  Gp Well # 23 Dennis Water District",TRUE,FALSE
41.70811961,-70.14917495,0.85,1.4223064473409568,10028,0,PSW,2012,2012,1,lentic,"Dennis ,  Gp Well # 1 Dennis Water District",TRUE,FALSE
41.70865006,-70.14867932,1,1.5717744272958045,10022,0,PSW,2010,2010,1,lentic,"Dennis ,  Gp Well # 2 Dennis Water District",TRUE,FALSE
41.70890259,-70.14871304,0.16,0.7347537395486576,10023,0,PSW,2010,2010,1,lentic,"Dennis ,  Gp Well # 3 Dennis Water District",TRUE,FALSE
41.7109672,-70.19612123,3.9,4.461488706422859,10030,0,PSW,2012,2012,1,lentic,"Yarmouth ,  Gp Well # 21 Yarmouth Water Department",TRUE,FALSE
41.71023311,-70.10970037,0.01,0.58528575959381,10018,0,PSW,2012,2012,1,lentic,"Harwich ,  Station # 10 Harwich Water Department",TRUE,FALSE
41.70993938,-70.00568784,2.4,2.9668089068743826,10007,0,PSW,2012,2012,1,lentic,"Harwich ,  Gp Well # 9 Harwich Water Department",TRUE,FALSE
41.71168612,-70.1394031,0.01,0.58528575959381,10017,0,PSW,2012,2012,1,lentic,"Dennis ,  Gp Well # 10 Dennis Water District",TRUE,FALSE
41.71017229,-70.00726757,2.2,2.767518266934586,10006,0,PSW,2012,2012,1,lentic,"Harwich ,  Gp Well # 8 Harwich Water Department",TRUE,FALSE
41.71389912,-70.14233488,0.04,0.6151793555847795,10012,0,PSW,2010,2010,1,lentic,"Dennis ,  Gp Well # 8 Dennis Water District",TRUE,FALSE
41.71489317,-70.15086788,1.5,2.0700010271452967,10004,0,PSW,2010,2010,1,lentic,"Dennis ,  Gp Well # 16 Dennis Water District",TRUE,FALSE
41.71548912,-70.16725161,0.71,1.282802999383099,10018,0,PSW,2011,2011,1,lentic,"Dennis ,  Gp Well # 11 Dennis Water District",TRUE,FALSE
41.71761057,-70.15870022,0.22,0.7945409315305967,10013,0,PSW,2010,2010,1,lentic,"Dennis ,  Gp Well # 9 Dennis Water District",TRUE,FALSE
41.72110688,-70.49229123,0.12,0.6948956115606982,10005,0,PSW,2012,2012,1,lentic,"Sandwich ,  Well #1 Upper Cape Regional Water Cooperative",TRUE,FALSE
41.71787062,-70.16809806,0.14,0.714824675554678,10024,0,PSW,2011,2011,1,lentic,"Dennis ,  Gp Well # 4 Dennis Water District",TRUE,FALSE
41.71791856,-70.16935787,0.8,1.3724837873560076,10034,0,PSW,2010,2010,1,lentic,"Dennis ,  Gp Well # 22 Dennis Water District",TRUE,FALSE
41.71841116,-70.1694201,0.31,0.8842217195035053,10026,0,PSW,2011,2011,1,lentic,"Dennis ,  Gp Well # 6 Dennis Water District",TRUE,FALSE
41.71987156,-70.18501261,0.2,0.774611867536617,10027,0,PSW,2011,2011,1,lentic,"Dennis ,  Gp Well #20 Dennis Water District",TRUE,FALSE
41.71885408,-70.01522489,1.9,2.46858230702489,10020,0,PSW,2012,2012,1,lentic,"Harwich ,  Station #11 Harwich Water Department",TRUE,FALSE
41.72084028,-70.15082984,1,1.5717744272958045,10003,0,PSW,2010,2010,1,lentic,"Dennis ,  Gp Well # 15 Dennis Water District",TRUE,FALSE
41.72121508,-70.14964217,2.07,2.6379793509737177,10020,0,PSW,2012,2012,1,lentic,"Dennis ,  Gp Well # 14 Dennis Water District",TRUE,FALSE
41.72502871,-70.4313743,0.32,0.8941862515004951,10010,0,PSW,2012,2012,1,lentic,"Sandwich ,  Gp Well # 7 Sandwich Water District",TRUE,FALSE
41.72251434,-70.18305918,0.53,1.1034414234372818,10006,0,PSW,2011,2011,1,lentic,"Dennis ,  Gp Well # 19 Dennis Water District",TRUE,FALSE
41.72785138,-70.16634276,2.12,2.687802010958667,10005,0,PSW,2012,2012,1,lentic,"Dennis ,  Gp Well # 18 Dennis Water District",TRUE,FALSE
41.73338587,-70.50723688,0.04,0.6151793555847795,10002,0,PSW,2009,2009,1,lentic,"Sandwich ,  Well #2 Upper Cape Regional Water Cooperative",TRUE,FALSE
41.72961173,-70.10785196,0.25,0.8244345275215662,10005,0,PSW,2012,2012,1,lentic,"Brewster ,  Run Hill Road Gp Well # 4 Brewster Water Department",TRUE,FALSE
41.7363766,-70.51205225,0.12,0.6948956115606982,10003,0,PSW,2009,2009,1,lentic,"Sandwich ,  Well #3 Upper Cape Regional Water Cooperative",TRUE,FALSE
41.73508785,-70.02759541,0.14,0.714824675554678,10002,0,PSW,2012,2012,1,lentic,"Brewster ,  Freeman'S  Way Gp Well # 2 Brewster Water Department",TRUE,FALSE
41.73749573,-70.03044333,0.23,0.8045054635275866,10001,0,PSW,2012,2012,1,lentic,"Brewster ,  Freeman'S Way Gp Well # 1 Brewster Water Department",TRUE,FALSE
41.7442788,-70.47136859,1.94,2.5084404350128495,109000,0,PSW,2012,2012,1,lentic,"Sandwich ,  Gp Well #9 Sandwich Water District",TRUE,FALSE
41.74538044,-70.47071851,1.68,2.2493626030911136,10003,0,PSW,2012,2012,1,lentic,"Sandwich ,  Gp Well # 3 Sandwich Water District",TRUE,FALSE
41.74544531,-70.47067276,2.19,2.757553734937596,10002,0,PSW,2012,2012,1,lentic,"Sandwich ,  Gp Well # 2 Sandwich Water District",TRUE,FALSE
41.74381616,-70.01889989,0.25,0.8244345275215662,10000,0,PSW,2012,2012,1,lentic,"Brewster ,  Freeman'S  Way Gp Well # 3 Brewster Water Department",TRUE,FALSE
41.74779607,-69.98153029,0.01,0.58528575959381,10009,0,PSW,2012,2012,1,lentic,"Orleans ,  Well #7 Orleans Water Department",TRUE,FALSE
41.75925372,-70.59700077,0.8,1.3724837873560076,10010,0,PSW,2012,2012,1,lentic,"Bourne ,  Pump Station #2 Buzzards Bay Water District",TRUE,FALSE
41.76489762,-69.98851839,0.01,0.58528575959381,10018,0,PSW,2012,2012,1,lentic,"Orleans ,  Gould Pond Gp Well # 1 Orleans Water Department",TRUE,FALSE
41.76609357,-69.9912347,0.25,0.8244345275215662,10021,0,PSW,2012,2012,1,lentic,"Orleans ,  Gould Pond Gp Well # 2 Orleans Water Department",TRUE,FALSE
41.77320887,-70.59043117,0.13,0.7048601435576881,10003,0,PSW,2012,2012,1,lentic,"Bourne ,  Pump Station #1 Buzzards Bay Water District",TRUE,FALSE
41.7743858,-70.58259639,0.89,1.462164575328916,10005,0,PSW,2012,2012,1,lentic,"Bourne ,  Pump Station #3 Buzzards Bay Water District",TRUE,FALSE
41.77627031,-70.57846491,1.04,1.611632555283764,10011,0,PSW,2012,2012,1,lentic,"Bourne ,  Pump Station #4 Buzzards Bay Water District",TRUE,FALSE
41.78627801,-70.55996707,0.2,0.774611867536617,10001,0,PSW,2009,2009,1,lentic,"Bourne ,  Gp Well # 2 North Sagamore Water District",TRUE,FALSE
41.78831625,-70.55502206,0.04,0.6151793555847795,10003,0,PSW,2009,2009,1,lentic,"Bourne ,  Gravel Pack Well #3 North Sagamore Water District",TRUE,FALSE
41.79402509,-70.52384478,2.3,2.867163586904484,10000,0,PSW,2012,2012,1,lentic,"Bourne ,  Gp Well # 1 North Sagamore Water District",TRUE,FALSE
41.8786275,-69.99477132,2.7,3.265744866784078,10001,0,PSW,2012,2012,1,lentic,"Wellfleet ,  Well #2 (Well Pit) Massasoit Hills Trailers",TRUE,FALSE
41.87906699,-69.99399958,3.6,4.162552746513163,10000,0,PSW,2012,2012,1,lentic,"Wellfleet ,  Well # 1 (Pumphouse) Massasoit Hills Trailers",TRUE,FALSE
41.91024793,-70.00518047,0.47,1.0436542314553428,10001,0,PSW,2011,2011,1,lentic,"Wellfleet ,  Well # 2 Pleasant Water",TRUE,FALSE
41.91024793,-70.00518047,0.28,0.8543281235125357,10006,0,PSW,2012,2012,1,lentic,"Wellfleet ,  Well # 1 Pleasant Water",TRUE,FALSE
41.92633568,-70.00514768,3.49,4.052942894546275,10000,0,PSW,2012,2012,1,lentic,"Wellfleet ,  Well 1 Wellfleet Apartments",TRUE,FALSE
41.93307123,-70.03709428,1.9,2.46858230702489,10002,0,PSW,2009,2009,1,lentic,"Wellfleet ,  Well # 1 Harborside Village",TRUE,FALSE
41.95772961,-70.02240744,0.44,1.0137606354643731,10003,0,PSW,2012,2012,1,lentic,"Wellfleet ,  Well # 1 Wellfleet Municipal Water Supply",TRUE,FALSE
42.02969487,-70.07473201,0.39,0.963937975479424,10351,0,PSW,2012,2012,1,lentic,"Provincetown ,  Paul D. Daley Wellfield Provincetown Water Department",TRUE,FALSE
42.04437676,-70.10468331,0.68,1.2529094033921295,10001,0,PSW,2012,2012,1,lentic,"Provincetown ,  Knowles Crossing Well Provincetown Water Department",TRUE,FALSE
41.613882,-70.517085,0.23,0.8045054635275866,20000,0,PSW,2012,2012,1,lentic,"Mashpee ,  Well #2 Lakeside Estates",TRUE,FALSE
41.614,-70.52,0.23,0.8045054635275866,20000,0,PSW,2012,2012,1,lentic,"Mashpee ,  Well #3 Lakeside Estates",TRUE,FALSE
41.933079,-70.037296,1.77,2.3390433910640223,10003,0,PSW,2012,2012,1,lentic,"Wellfleet ,  Well #3 Harborside Village",TRUE,FALSE
41.910248,-70.00518,0.67,1.2429448713951396,10004,0,PSW,2011,2011,1,lentic,"Wellfleet ,  Well #3 Pleasant Water",TRUE,FALSE
41.915,-70.01,0.67,1.2429448713951396,10004,0,PSW,2011,2011,1,lentic,"Wellfleet ,  Well #4 Pleasant Water",TRUE,FALSE
41.92,-70.0105,0.67,1.2429448713951396,10004,0,PSW,2011,2011,1,lentic,"Wellfleet ,  Well #5 Pleasant Water",TRUE,FALSE
41.933098,-70.008525,0.01,0.58528575959381,10004,0,PSW,2012,2012,1,lentic,"Wellfleet ,  Boy Scout Camp Well #4 Wellfleet Municipal Water Supply",TRUE,FALSE
41.933824,-70.00765,0.01,0.58528575959381,10004,0,PSW,2012,2012,1,lentic,"Wellfleet ,  Boy Scout Camp Well #5 Wellfleet Municipal Water Supply",TRUE,FALSE
42.48702713,-71.26400361,0.39106580471706726,0.965,0,4,WPP,2005,2005,1,lentic,"Shawsheen | Elm Brook | River/Stream | W0099 | [Great Road (Routes 4 & 225), Bedford]",FALSE,TRUE
42.01272012,-71.34763073,0.454,0.632,5,5,WPP,2007,2007,1,lentic,"Ten Mile | Ten Mile River | River/Stream | W0168 | [Fuller Street (downstream of Fuller Pond) , Plainville]",FALSE,FALSE
41.97463265,-71.32957594,0.444,0.754,5,5,WPP,2007,2007,1,lentic,"Ten Mile | Ten Mile River | River/Stream | W0169 | [Route 1, North Attleborough]",FALSE,FALSE
41.96096078,-71.30757184,0.712,0.95,5,5,WPP,2007,2007,1,lentic,"Ten Mile | Ten Mile River | River/Stream | W0170 | [Cedar Road, North Attleborough  (approximately 850 feet upstream of North Attleborough WWTP discharge, NPDES # MA0101036)]",FALSE,FALSE
41.93742221,-71.29026644,1.492,2,5,5,WPP,2007,2007,1,lentic,"Ten Mile | Ten Mile River | River/Stream | W0172 | [Olive Street, Attleboro]",FALSE,FALSE
41.91782609,-71.30583763,1.314,1.9,5,5,WPP,2007,2007,1,lentic,"Ten Mile | Ten Mile River | River/Stream | W0173 | [Tiffany Street ,  Attleboro]",FALSE,FALSE
41.89609284,-71.32576502,1.12,1.66,5,5,WPP,2007,2007,1,lentic,"Ten Mile | Ten Mile River | River/Stream | W0175 | [Pond Street, Seekonk]",FALSE,FALSE
41.89026914,-71.34011441,0.53,1.75,2,2,WPP,2007,2007,1,lentic,"Ten Mile | Ten Mile River | River/Stream | W0176 | [Central Avenue, Seekonk Massachusetts/Pawtucket, Rhode Island  (approximately 1/2 mile downstream of Attleboro WWTP discharge, NPDES # MA0100595)]",FALSE,FALSE
41.95360395,-71.28005181,0.296,0.65,5,5,WPP,2007,2007,1,lentic,"Ten Mile | Bungay River | River/Stream | W0179 | [Holden Street, Attleboro]",FALSE,FALSE
41.92726089,-71.2852236,0.6575,1.24,4,4,WPP,2007,2007,1,lentic,"Ten Mile | Speedway Brook | River/Stream | W0180 | [Route 152, Attleboro]",FALSE,FALSE
41.93648287,-71.32433494,0.124,0.392,5,5,WPP,2007,2007,1,lentic,"Ten Mile | Fourmile Brook | River/Stream | W0181 | [West Street, Attleboro]",FALSE,FALSE
41.95117817,-71.34184089,0.64,0.84,5,5,WPP,2007,2007,1,lentic,"Ten Mile | Sevenmile River | River/Stream | W0182 | [Draper Avenue, North Attleborough]",FALSE,FALSE
41.90125767,-71.3434294,0.6980000000000001,0.972,5,5,WPP,2007,2007,1,lentic,"Ten Mile | Sevenmile River | River/Stream | W0183 | [County Street, Attleboro]",FALSE,FALSE
41.85773302,-71.32945548,0.2066666666666667,0.8266666666666667,3,3,WPP,2007,2007,1,lentic,"Ten Mile | Coles Brook | River/Stream | W0184 | [Route 152, Seekonk]",FALSE,FALSE
41.96604487,-71.175902,0.01,0.535,0,4,WPP,2006,2006,1,lentic,"Taunton | Rumford River | River/Stream | W0311 | [Pine Street, Norton]",FALSE,TRUE
41.9074391,-70.91495236,0.1348,0.42,5,5,WPP,2019,2019,1,lentic,"Taunton | Nemasket River | River/Stream | W0317 | [Route 44 bridge, Middleborough   (approximately 1000 feet upstream of Middleborough WWTP discharge, NPDES # MA0101591)]",FALSE,FALSE
41.92174924,-70.92351752,0.18625,0.5275,4,4,WPP,2019,2019,1,lentic,"Taunton | Nemasket River | River/Stream | W0318 | [Plymouth Street bridge, Middleborough (approximately 1.5 miles downstream of Middleborough WWTP discharge, NPDES # MA0101591)]",FALSE,FALSE
42.45888846,-71.3973783,0.265,0.78,2,2,WPP,2006,2006,1,lentic,"Concord (SuAsCo) | Unnamed Tributary | River/Stream | W0324 | [unnamed tributary to Assabet River, downstream of Warners Pond, Commonwealth Avenue bridge, Concord]",FALSE,FALSE
41.92602695,-70.61353249,0.01,0.172,0,5,WPP,2006,2006,1,lentic,"South Coastal | Unnamed Tributary | River/Stream | W0333 | [Eel River tributary, outlet Howland Pond, Clifford Road bridge, Plymouth]",FALSE,TRUE
42.08647762,-70.65128516,0.2187881034476801,0.7933333333333333,0,3,WPP,2006,2006,1,lentic,"South Coastal | Green Harbor River | River/Stream | W0337 | [upstream side of Route 139 bridge, Marshfield]",FALSE,TRUE
41.91104346,-70.64385015,0.01,0.42,0,1,WPP,2006,2006,1,lentic,"South Coastal | Eel River | River/Stream | W0338 | [upstream of Russell Millpond at outlet of cranberry bog east of Long Pond Road, Plymouth]",FALSE,TRUE
41.91774475,-70.6264616,0.01,0.356,0,5,WPP,2006,2006,1,lentic,"South Coastal | Eel River | River/Stream | W0339 | [Russell Mills Road, Plymouth]",FALSE,TRUE
41.63266048,-71.06038287,0.97,1.55875,14,16,WPP,2013,2016,4,lentic,"Buzzards Bay | Bread And Cheese Brook | River/Stream | W0344 | [approximately 980 feet downstream of Route 177, Westport]",FALSE,FALSE
42.49645261,-71.2242658,0.06490899163424685,0.64,0,4,WPP,2005,2005,1,lentic,"Shawsheen | Vine Brook | River/Stream | W0357 | [Terrace Hall Avenue, Burlington]",FALSE,TRUE
42.36514506,-71.1903328,0.45,1,1,1,WPP,2007,2007,1,lentic,"Charles | Charles River | River/Stream | W0384 | [footbridge above Watertown Dam, Watertown.]",FALSE,FALSE
42.24980728,-71.22270212,0.18,0.488,5,5,WPP,2007,2007,1,lentic,"Charles | Rock Meadow Brook | River/Stream | W0406 | [Summer Street, Westwood.]",FALSE,FALSE
42.25123356,-71.23970713,0.068,0.54,5,5,WPP,2007,2007,1,lentic,"Charles | Powissett Brook | River/Stream | W0407 | [Wilsondale Street, Dover (below impoundment).]",FALSE,FALSE
42.28652324,-71.29384261,1.1,1.5,5,5,WPP,2007,2007,1,lentic,"Charles | Fuller Brook | River/Stream | W0409 | [Dover Road, Wellesley]",FALSE,FALSE
42.14007115,-71.3896734,1.78,2.38,5,5,WPP,2007,2007,1,lentic,"Charles | Charles River | River/Stream | W0414 | [Walker Street, Medway (near USGS flow gaging station #01103280)  (upstream of Charles River Pollution Control District (MA0102598) discharge)]",FALSE,FALSE
42.18829134,-71.36280624,0.2,0.785,4,4,WPP,2007,2007,1,lentic,"Charles | Bogastow Brook | River/Stream | W0423 | [at Orchard Street below Bogastow Pond in the northern most outlet, Millis.]",FALSE,FALSE
42.49577249,-71.01907398,0.8075429660382072,1.38,0,5,WPP,2007,2007,1,lentic,"North Coastal | Hawkes Brook | River/Stream | W0435 | [south of Hawkes Pond, Spring Street, Saugus]",FALSE,TRUE
42.49963725,-71.0509709,0.6529948146081939,1.226,0,5,WPP,2007,2007,1,lentic,"North Coastal | Mill River | River/Stream | W0437 | [Farm Street (south off of Route 129), Wakefield]",FALSE,TRUE
42.17399161,-71.20853856,0.2094215488155581,0.784,0,5,WPP,2009,2009,1,lentic,"Neponset | Hawes Brook | River/Stream | W0544 | [upstream of Washington Street, Norwood (above influence of pool discharge pipe on southern bank)]",FALSE,TRUE
42.15752806,-71.20894828,0.29773477820413713,0.872,0,5,WPP,2009,2009,1,lentic,"Neponset | Traphole Brook | River/Stream | W0551 | [Cooney Street, Walpole]",FALSE,TRUE
42.12604018,-71.18526016,0.2375212127119242,0.812,0,5,WPP,2009,2009,1,lentic,"Neponset | Beaver Brook | River/Stream | W0557 | [Upland Road, Sharon]",FALSE,TRUE
42.15863426,-71.13993414,0.01,0.57,0,5,WPP,2009,2009,1,lentic,"Neponset | Pequid Brook | River/Stream | W0559 | [Sherman Street, Canton]",FALSE,TRUE
42.20323377,-71.13501796,0.5867598925667595,1.16,0,5,WPP,2009,2009,1,lentic,"Neponset | Ponkapog Brook | River/Stream | W0566 | [Elm Street, Canton]",FALSE,TRUE
42.20923111,-71.14595217,0.2957276593543967,0.87,0,5,WPP,2009,2009,1,lentic,"Neponset | Neponset River | River/Stream | W0568 | [Green Lodge Street, Canton]",FALSE,TRUE
42.26947952,-71.07281665,0.32834334066267873,0.9025,0,4,WPP,2009,2009,1,lentic,"Neponset | Pine Tree Brook | River/Stream | W0573 | [Eliot Street crossing, (Milton Village) Milton]",FALSE,TRUE
42.25990378,-71.04753969,2.3329532918409366,2.9,0,3,WPP,2009,2009,1,lentic,"Neponset | Unquity Brook | River/Stream | W0579 | [Rowe Street (just south of Adams Street), Milton]",FALSE,TRUE
41.81022138,-71.29169192,0.3298486797999841,0.904,0,5,WPP,2009,2009,1,lentic,"Narragansett Bay (Shore) | Clear Run Brook | River/Stream | W0622 | [Providence Street, Rehoboth]",FALSE,TRUE
41.85489099,-71.255975,0.01,0.572,0,5,WPP,2009,2009,1,lentic,"Narragansett Bay (Shore) | West Branch (Palmer River) | River/Stream | W0624 | [Carpenter Street, Rehoboth]",FALSE,TRUE
41.79498181,-71.25266188,0.6871158350537813,1.26,0,5,WPP,2009,2009,1,lentic,"Narragansett Bay (Shore) | Oak Swamp Brook | River/Stream | W0637 | [upstream of the unnamed tributary on eastern shore at Providence Street, Rehoboth]",FALSE,TRUE
41.78162246,-71.2504345,0.4663327615823336,1.04,0,5,WPP,2009,2009,1,lentic,"Narragansett Bay (Shore) | Rocky Run | River/Stream | W0638 | [at power lines crossing Davis Street, Rehoboth.  (just east of First Street)]",FALSE,TRUE
41.76695306,-71.18552542,0.1532222210228259,0.728,0,5,WPP,2009,2009,1,lentic,"Mount Hope Bay (Shore) | Lewin Brook | River/Stream | W0654 | [Robin Brook Road, Swansea]",FALSE,TRUE
41.77539014,-71.19881372,0.667044646556377,1.24,0,5,WPP,2009,2009,1,lentic,"Mount Hope Bay (Shore) | Cole River | River/Stream | W0661 | [Hortonville Road, Swansea]",FALSE,TRUE
41.8334926,-71.27765127,0.19135747916789417,0.766,0,5,WPP,2009,2009,1,lentic,"Narragansett Bay (Shore) | Palmer River | River/Stream | W0665 | [Wilmarth Bridge Road, Rehoboth]",FALSE,TRUE
